	cellType	gene	log1p_FC	pct.inGroup	pct.outGroup	wilcox.p	wilcox.fdr	wilcox.bonferroni
2025	Ciliated	INTU	0.402713831	0.960526316	0.543340381	1.84733E-37	4.99782E-37	2.57888E-34
2026	Ciliated	FAM227B	0.30123759	0.947368421	0.467230444	2.01159E-37	5.43169E-37	2.80818E-34
2027	Ciliated	FSD1L	0.39031178	0.973684211	0.598308668	2.06025E-37	5.55233E-37	2.87611E-34
2028	Ciliated	PRDM11	0.347663596	0.934210526	0.446088795	2.20199E-37	5.92289E-37	3.07398E-34
2029	Ciliated	BCAS1	0.377579282	0.947368421	0.446088795	2.40316E-37	6.45155E-37	3.35481E-34
2031	Ciliated	ENSG00000261404	0.403095236	0.934210526	0.479915433	3.07534E-37	8.22447E-37	4.29317E-34
2033	Ciliated	ENSG00000284512	0.375325889	0.986842105	0.553911205	4.14377E-37	1.10395E-36	5.7847E-34
2034	Ciliated	EGFEM1P	0.884475451	0.986842105	0.604651163	4.40292E-37	1.17076E-36	6.14648E-34
2035	Ciliated	CCDC66	0.411162319	0.973684211	0.619450317	5.15359E-37	1.36776E-36	7.19441E-34
2036	Ciliated	UFC1	0.834092018	0.986842105	0.77167019	5.75251E-37	1.52381E-36	8.0305E-34
2037	Ciliated	WRB	0.521607974	0.960526316	0.566596195	5.92479E-37	1.5657E-36	8.27101E-34
2038	Ciliated	PCM1	0.76141589	1	0.858350951	5.93306E-37	1.5657E-36	8.28255E-34
2041	Ciliated	ENSG00000284620	0.337366386	0.960526316	0.505285412	6.88619E-37	1.80698E-36	9.61312E-34
2044	Ciliated	ENSG00000255367	0.438532537	0.960526316	0.539112051	9.24899E-37	2.41338E-36	1.29116E-33
2046	Ciliated	ODF2	0.342681185	0.986842105	0.579281184	1.08631E-36	2.82401E-36	1.51649E-33
2047	Ciliated	RAD9A	0.668466235	0.986842105	0.761099366	1.14843E-36	2.97995E-36	1.60321E-33
2048	Ciliated	RUVBL2	0.479239632	0.986842105	0.630021142	1.16192E-36	3.00936E-36	1.62204E-33
2049	Ciliated	LRRC49	0.439691757	0.973684211	0.55179704	1.39778E-36	3.61352E-36	1.9513E-33
2050	Ciliated	SLC22A4	0.365868496	0.960526316	0.549682875	1.4047E-36	3.62469E-36	1.96096E-33
2051	Ciliated	CCDC162P	0.382888224	0.960526316	0.494714588	1.47305E-36	3.79404E-36	2.05637E-33
2052	Ciliated	KATNAL2	0.394896941	0.947368421	0.498942918	1.55864E-36	4.00711E-36	2.17586E-33
2053	Ciliated	ICA1L	0.534967525	0.973684211	0.634249471	1.63798E-36	4.20336E-36	2.28663E-33
2054	Ciliated	FTO	1.009242876	0.986842105	0.89640592	1.89751E-36	4.86042E-36	2.64893E-33
2056	Ciliated	BBS5	0.339716952	0.947368421	0.482029598	2.24365E-36	5.72603E-36	3.13214E-33
2057	Ciliated	TNFRSF19	0.590249699	0.973684211	0.610993658	2.48587E-36	6.33261E-36	3.47027E-33
2058	Ciliated	ZNF487	0.420253488	0.973684211	0.617336152	2.95641E-36	7.51757E-36	4.12715E-33
2059	Ciliated	CLHC1	0.460596774	0.960526316	0.549682875	3.17472E-36	8.05802E-36	4.43191E-33
2060	Ciliated	JPT2	0.344866251	0.973684211	0.602536998	3.19318E-36	8.09016E-36	4.45768E-33
2062	Ciliated	CC2D2A	0.62006047	0.973684211	0.704016913	3.37912E-36	8.53028E-36	4.71725E-33
2063	Ciliated	WDR35	0.345400291	0.973684211	0.541226216	3.44645E-36	8.68455E-36	4.81124E-33
2064	Ciliated	TTC8	0.339530699	0.947368421	0.503171247	3.50641E-36	8.81974E-36	4.89495E-33
2065	Ciliated	KIF27	0.483628678	0.960526316	0.600422833	3.85044E-36	9.66766E-36	5.37522E-33
2066	Ciliated	MIPOL1	0.64006596	1	0.742071882	3.85852E-36	9.67055E-36	5.3865E-33
2067	Ciliated	VSTM2L	0.627424249	0.960526316	0.56448203	4.13659E-36	1.03489E-35	5.77468E-33
2070	Ciliated	TTC12	0.329055256	0.934210526	0.463002114	4.57243E-36	1.13781E-35	6.38312E-33
2071	Ciliated	FAM185A	0.615674469	0.973684211	0.731501057	4.88321E-36	1.21298E-35	6.81696E-33
2073	Ciliated	TTBK2	0.586225756	0.986842105	0.737843552	6.66286E-36	1.64918E-35	9.30135E-33
2074	Ciliated	ZFHX2-AS1	0.37144254	0.973684211	0.598308668	7.73452E-36	1.91104E-35	1.07974E-32
2075	Ciliated	TUBB4B	0.935552315	0.986842105	0.773784355	8.97661E-36	2.21402E-35	1.25313E-32
2078	Ciliated	ENSG00000177738	0.423534242	0.973684211	0.585623679	1.08814E-35	2.66968E-35	1.51905E-32
2079	Ciliated	GOLPH3L	0.468661103	0.973684211	0.65961945	1.16739E-35	2.85908E-35	1.62968E-32
2080	Ciliated	ZDHHC1	0.35236825	0.947368421	0.553911205	1.27627E-35	3.12026E-35	1.78167E-32
2081	Ciliated	ALMS1	0.616414726	0.973684211	0.699788584	1.28508E-35	3.13632E-35	1.79397E-32
2082	Ciliated	P4HA2	0.359071663	0.973684211	0.608879493	1.62873E-35	3.96808E-35	2.27371E-32
2083	Ciliated	ENSG00000284624	0.37174997	0.973684211	0.632135307	1.66856E-35	4.05803E-35	2.32931E-32
2085	Ciliated	HNF4G	0.340264214	0.921052632	0.433403805	1.77668E-35	4.30597E-35	2.48024E-32
2086	Ciliated	SLC39A10	0.528674503	0.986842105	0.653276956	1.95432E-35	4.72829E-35	2.72823E-32
2088	Ciliated	FAM174A	0.581133491	0.973684211	0.678646934	2.15604E-35	5.19832E-35	3.00983E-32
2089	Ciliated	ANAPC4	0.315667437	0.960526316	0.486257928	2.40187E-35	5.78105E-35	3.35301E-32
2090	Ciliated	TJP3	0.484932432	0.960526316	0.621564482	2.97078E-35	7.13806E-35	4.14721E-32
2091	Ciliated	ENSG00000257815	0.34975301	0.960526316	0.536997886	3.65479E-35	8.76484E-35	5.10208E-32
2092	Ciliated	POMGNT1	0.347543812	0.973684211	0.623678647	3.66039E-35	8.76484E-35	5.1099E-32
2093	Ciliated	GCC2	0.573110795	1	0.811839323	4.05442E-35	9.69173E-35	5.65997E-32
2095	Ciliated	NKAPP1	0.351686476	0.947368421	0.517970402	4.63309E-35	1.10372E-34	6.4678E-32
2096	Ciliated	ATP5IF1	0.938219453	0.986842105	0.832980973	5.73601E-35	1.36413E-34	8.00747E-32
2097	Ciliated	TMEM56	0.459319317	0.947368421	0.587737844	5.9287E-35	1.40756E-34	8.27646E-32
2100	Ciliated	COQ4	0.439553373	0.973684211	0.67653277	6.56604E-35	1.55096E-34	9.1662E-32
2101	Ciliated	KIF9-AS1	0.469944352	0.973684211	0.678646934	6.59578E-35	1.55536E-34	9.20771E-32
2103	Ciliated	STAM2	0.488618449	0.973684211	0.67230444	7.67299E-35	1.80328E-34	1.07115E-31
2104	Ciliated	BBS4	0.356096959	0.947368421	0.579281184	7.76551E-35	1.82196E-34	1.08407E-31
2105	Ciliated	CCDC88C	0.557308293	0.973684211	0.706131078	7.93625E-35	1.85889E-34	1.1079E-31
2106	Ciliated	SPAG1	0.714102809	0.986842105	0.813953488	8.14804E-35	1.9053E-34	1.13747E-31
2107	Ciliated	NUDC	0.667261828	0.986842105	0.811839323	1.16889E-34	2.72872E-34	1.63177E-31
2108	Ciliated	TRPV4	0.432863746	0.973684211	0.496828753	1.18671E-34	2.76569E-34	1.65665E-31
2110	Ciliated	LRRC36	0.374002866	0.960526316	0.45243129	1.67928E-34	3.90061E-34	2.34427E-31
2111	Ciliated	NRG4	0.421176549	0.934210526	0.469344609	1.72492E-34	3.99999E-34	2.40799E-31
2112	Ciliated	MLF1	0.543804554	0.986842105	0.691331924	1.74453E-34	4.03875E-34	2.43536E-31
2113	Ciliated	CCDC57	0.539621421	1	0.799154334	1.82773E-34	4.22437E-34	2.55152E-31
2116	Ciliated	IFT43	0.646613982	0.960526316	0.687103594	1.96403E-34	4.51695E-34	2.74179E-31
2118	Ciliated	STYXL1	0.338121151	0.986842105	0.638477801	2.30366E-34	5.28063E-34	3.2159E-31
2119	Ciliated	ANKDD1B	0.414944797	0.934210526	0.536997886	2.75071E-34	6.29506E-34	3.83999E-31
2120	Ciliated	ENSG00000248710	0.528997458	0.986842105	0.765327696	2.77614E-34	6.34286E-34	3.87549E-31
2121	Ciliated	LINC01170	0.332567922	0.934210526	0.427061311	2.84069E-34	6.47974E-34	3.9656E-31
2122	Ciliated	BRCA1	0.354001773	0.986842105	0.661733615	3.15771E-34	7.19114E-34	4.40817E-31
2124	Ciliated	CEP290	0.414027099	0.986842105	0.651162791	3.45478E-34	7.84208E-34	4.82288E-31
2125	Ciliated	PGAP1	0.375751348	0.973684211	0.587737844	4.14117E-34	9.38486E-34	5.78107E-31
2127	Ciliated	UNC93B1	0.321496329	0.986842105	0.608879493	4.69665E-34	1.06093E-33	6.55653E-31
2128	Ciliated	RFX3-AS1	0.577398341	1	0.723044397	4.91428E-34	1.10829E-33	6.86034E-31
2129	Ciliated	POLR2I	0.725510164	0.960526316	0.727272727	5.41144E-34	1.21845E-33	7.55437E-31
2130	Ciliated	USP43	0.357383902	0.986842105	0.619450317	5.69204E-34	1.27956E-33	7.94609E-31
2131	Ciliated	XPNPEP3	0.369172417	0.986842105	0.657505285	5.72254E-34	1.28435E-33	7.98866E-31
2132	Ciliated	STXBP4	0.368808695	0.986842105	0.619450317	5.97501E-34	1.33886E-33	8.34111E-31
2134	Ciliated	NQO1	0.36419963	0.986842105	0.600422833	7.03881E-34	1.57219E-33	9.82618E-31
2135	Ciliated	RGL1	0.596293674	0.960526316	0.691331924	7.26173E-34	1.61939E-33	1.01374E-30
2137	Ciliated	DMGDH	0.312171005	0.960526316	0.55602537	8.08124E-34	1.7964E-33	1.12814E-30
2138	Ciliated	SMYD2	0.451118384	0.973684211	0.66807611	8.16177E-34	1.81142E-33	1.13938E-30
2139	Ciliated	KANSL1L	0.600169309	1	0.78858351	8.32323E-34	1.84432E-33	1.16192E-30
2140	Ciliated	ANKRD54	0.383618154	0.947368421	0.562367865	8.57508E-34	1.89712E-33	1.19708E-30
2142	Ciliated	IFT52	0.322683957	0.947368421	0.596194503	9.3108E-34	2.05338E-33	1.29979E-30
2143	Ciliated	PRUNE2	0.461376232	0.960526316	0.541226216	1.04041E-33	2.29087E-33	1.45241E-30
2147	Ciliated	SSBP4	0.338081139	0.960526316	0.55602537	1.18362E-33	2.58987E-33	1.65234E-30
2149	Ciliated	KDM1B	0.335481509	0.986842105	0.66384778	1.80845E-33	3.94467E-33	2.52459E-30
2151	Ciliated	WDR27	0.38399795	0.960526316	0.610993658	2.59254E-33	5.63735E-33	3.61918E-30
2152	Ciliated	UBE3D	0.674651022	0.947368421	0.621564482	2.92438E-33	6.34905E-33	4.08244E-30
2153	Ciliated	P4HTM	0.414111572	0.960526316	0.642706131	3.43486E-33	7.44575E-33	4.79507E-30
2154	Ciliated	IFT140	0.413597407	0.973684211	0.65961945	3.68211E-33	7.96933E-33	5.14022E-30
2155	Ciliated	CCP110	0.488531001	0.947368421	0.600422833	3.92416E-33	8.48008E-33	5.47813E-30
2156	Ciliated	STX2	0.306200881	0.973684211	0.541226216	4.22271E-33	9.11114E-33	5.89491E-30
2158	Ciliated	CDK10	0.355300748	0.960526316	0.651162791	6.52957E-33	1.40451E-32	9.11528E-30
2159	Ciliated	CNNM2	0.580627672	0.960526316	0.704016913	6.95836E-33	1.49444E-32	9.71388E-30
2160	Ciliated	RHPN2	0.546079825	0.986842105	0.735729387	7.33689E-33	1.57332E-32	1.02423E-29
2164	Ciliated	ACYP1	0.394598599	0.947368421	0.594080338	1.05231E-32	2.24278E-32	1.46902E-29
2165	Ciliated	DNAJA4	0.305513469	0.947368421	0.488372093	1.09411E-32	2.32833E-32	1.52738E-29
2166	Ciliated	CPLANE1	0.655298142	0.986842105	0.813953488	1.11587E-32	2.371E-32	1.55775E-29
2168	Ciliated	ZC2HC1A	0.457851227	0.960526316	0.634249471	1.32685E-32	2.81074E-32	1.85228E-29
2169	Ciliated	ENSG00000231365	0.381749184	0.973684211	0.636363636	1.43293E-32	3.03085E-32	2.00036E-29
2173	Ciliated	ENSG00000234350	0.301129931	0.973684211	0.572938689	2.57388E-32	5.41134E-32	3.59313E-29
2175	Ciliated	CASC4	0.529185083	1	0.822410148	2.89387E-32	6.06582E-32	4.03984E-29
2180	Ciliated	LRP11	0.384765604	0.960526316	0.606765328	3.64351E-32	7.58024E-32	5.08634E-29
2181	Ciliated	ENSG00000260007	0.334796998	0.986842105	0.630021142	4.24108E-32	8.81035E-32	5.92055E-29
2182	Ciliated	SCAMP4	0.342951654	0.986842105	0.697674419	4.71079E-32	9.77157E-32	6.57627E-29
2184	Ciliated	EFCAB10	0.337086355	0.960526316	0.615221987	5.19503E-32	1.07441E-31	7.25226E-29
2185	Ciliated	TSPAN6	0.322023699	0.960526316	0.526427061	5.71549E-32	1.1803E-31	7.97883E-29
2186	Ciliated	NME7	0.638642212	0.973684211	0.809725159	6.15979E-32	1.27017E-31	8.59907E-29
2187	Ciliated	DCDC2	0.338324385	0.960526316	0.5602537	6.88816E-32	1.41827E-31	9.61587E-29
2190	Ciliated	HSPBP1	0.334826201	0.934210526	0.575052854	1.10612E-31	2.26746E-31	1.54414E-28
2191	Ciliated	CAP2	0.400986599	1	0.678646934	1.15455E-31	2.36327E-31	1.61175E-28
2194	Ciliated	GRHL2	0.693925051	0.986842105	0.799154334	1.23827E-31	2.52355E-31	1.72863E-28
2195	Ciliated	ZSCAN5A	0.303167902	0.947368421	0.587737844	1.47569E-31	3.00301E-31	2.06007E-28
2196	Ciliated	ERGIC3	0.556536621	0.973684211	0.805496829	1.51554E-31	3.0796E-31	2.11569E-28
2197	Ciliated	ATP2C2	0.456450683	0.986842105	0.687103594	1.55838E-31	3.16207E-31	2.17551E-28
2198	Ciliated	HSP90AA1	1.140744727	1	0.951374207	1.70947E-31	3.4636E-31	2.38642E-28
2199	Ciliated	TBC1D19	0.338862971	0.973684211	0.67653277	1.92762E-31	3.89993E-31	2.69095E-28
2202	Ciliated	KLHL28	0.394545761	0.947368421	0.708245243	2.67011E-31	5.37876E-31	3.72748E-28
2205	Ciliated	CDKL1	0.418810682	0.960526316	0.665961945	2.9081E-31	5.83291E-31	4.05971E-28
2209	Ciliated	LINC01572	0.34614873	0.947368421	0.579281184	4.04263E-31	8.06217E-31	5.64352E-28
2210	Ciliated	ENSG00000273637	0.392166077	0.960526316	0.644820296	4.21767E-31	8.39925E-31	5.88787E-28
2212	Ciliated	NIPSNAP2	0.371819865	0.986842105	0.746300211	4.44545E-31	8.82767E-31	6.20585E-28
2213	Ciliated	KIF21A	0.634558642	0.973684211	0.763213531	4.57342E-31	9.06888E-31	6.38449E-28
2214	Ciliated	TRIM13	0.304114264	0.986842105	0.665961945	5.39403E-31	1.06809E-30	7.53006E-28
2215	Ciliated	RAB28	0.365205536	1	0.712473573	5.50479E-31	1.08848E-30	7.68468E-28
2218	Ciliated	DNAJC10	0.350637122	0.960526316	0.655391121	6.20826E-31	1.22239E-30	8.66673E-28
2221	Ciliated	CRNDE	0.493296854	0.986842105	0.782241015	7.87088E-31	1.54322E-30	1.09877E-27
2224	Ciliated	ARHGEF28	0.509004409	0.986842105	0.735729387	1.08358E-30	2.11563E-30	1.51268E-27
2225	Ciliated	SSBP3	0.486603167	0.973684211	0.735729387	1.10189E-30	2.14838E-30	1.53824E-27
2228	Ciliated	COPRS	0.357141231	0.921052632	0.581395349	1.35872E-30	2.63808E-30	1.89678E-27
2229	Ciliated	LCLAT1	0.412309675	0.973684211	0.720930233	1.49997E-30	2.90827E-30	2.09396E-27
2230	Ciliated	FARS2	0.489186615	0.986842105	0.826638478	1.58504E-30	3.06896E-30	2.21272E-27
2232	Ciliated	GABPB1-AS1	0.503139956	0.960526316	0.712473573	1.64937E-30	3.18468E-30	2.30253E-27
2235	Ciliated	RPA3	0.460391091	0.960526316	0.731501057	2.19267E-30	4.21621E-30	3.06097E-27
2236	Ciliated	GALK2	0.391559014	0.986842105	0.714587738	2.3521E-30	4.51655E-30	3.28353E-27
2239	Ciliated	ENSG00000251307	0.315683512	0.947368421	0.575052854	2.6746E-30	5.11472E-30	3.73375E-27
2241	Ciliated	SRI	0.609810917	0.986842105	0.809725159	4.30026E-30	8.20103E-30	6.00316E-27
2243	Ciliated	CHCHD6	0.311559747	0.973684211	0.67653277	5.00565E-30	9.52028E-30	6.98789E-27
2244	Ciliated	LYPLA2	0.330024097	0.960526316	0.630021142	7.37491E-30	1.40073E-29	1.02954E-26
2245	Ciliated	WDR34	0.352256497	0.973684211	0.697674419	8.37155E-30	1.58786E-29	1.16867E-26
2247	Ciliated	DPY30	0.478557285	0.973684211	0.746300211	9.54152E-30	1.80487E-29	1.332E-26
2249	Ciliated	PPP4R3B	0.359425223	0.986842105	0.76744186	1.13337E-29	2.13809E-29	1.58218E-26
2250	Ciliated	AZIN1	0.502956446	0.973684211	0.792811839	1.2137E-29	2.28654E-29	1.69432E-26
2251	Ciliated	DIS3L2	0.460895945	1	0.839323467	1.28766E-29	2.4226E-29	1.79757E-26
2252	Ciliated	CFAP36	0.370455972	0.947368421	0.682875264	1.29075E-29	2.42515E-29	1.80189E-26
2257	Ciliated	TMEM45B	0.301663054	0.960526316	0.591966173	2.40289E-29	4.48454E-29	3.35444E-26
2258	Ciliated	RAB40C	0.389218656	0.973684211	0.737843552	3.08765E-29	5.75481E-29	4.31035E-26
2261	Ciliated	VPS35	0.395677738	0.973684211	0.742071882	3.5298E-29	6.55266E-29	4.9276E-26
2265	Ciliated	CABIN1	0.303321619	0.986842105	0.716701903	7.73775E-29	1.42882E-28	1.08019E-25
2269	Ciliated	PPCS	0.3939972	0.934210526	0.699788584	1.10885E-28	2.03679E-28	1.54796E-25
2274	Ciliated	KCTD1	0.476019345	0.960526316	0.615221987	2.02822E-28	3.70117E-28	2.8314E-25
2277	Ciliated	CFDP1	0.491079974	0.986842105	0.875264271	4.34377E-28	7.89571E-28	6.0639E-25
2280	Ciliated	TAX1BP1	0.515711	0.986842105	0.900634249	6.97699E-28	1.26328E-27	9.73987E-25
2287	Ciliated	FOCAD	0.502512818	0.986842105	0.803382664	1.38044E-27	2.47698E-27	1.92709E-24
2293	Ciliated	MPC2	0.320822873	0.986842105	0.716701903	2.02158E-27	3.59964E-27	2.82212E-24
2294	Ciliated	ATXN7L1	0.328224266	0.973684211	0.67230444	2.78299E-27	4.94912E-27	3.88506E-24
2298	Ciliated	PIBF1	0.512087152	0.986842105	0.839323467	3.81762E-27	6.75463E-27	5.3294E-24
2299	Ciliated	ST6GALNAC1	0.304727732	0.947368421	0.55602537	4.81975E-27	8.51693E-27	6.72838E-24
2301	Ciliated	PCNX4	0.340831432	0.960526316	0.712473573	5.52248E-27	9.73406E-27	7.70938E-24
2307	Ciliated	ZKSCAN1	0.369492527	0.947368421	0.674418605	1.1015E-26	1.92693E-26	1.53769E-23
2309	Ciliated	CARS	0.319844765	0.947368421	0.67230444	1.21812E-26	2.12561E-26	1.70049E-23
2310	Ciliated	CDC14B	0.421612338	1	0.77167019	1.35094E-26	2.35445E-26	1.88591E-23
2312	Ciliated	ENSG00000284707	0.477384964	0.986842105	0.837209302	2.2922E-26	3.98494E-26	3.1999E-23
2316	Ciliated	C1GALT1	0.300428689	0.960526316	0.684989429	3.8016E-26	6.57625E-26	5.30704E-23
2321	Ciliated	TMC4	0.374573714	0.973684211	0.744186047	4.71518E-26	8.1064E-26	6.58239E-23
2322	Ciliated	REPS1	0.399688213	0.973684211	0.782241015	5.61196E-26	9.63628E-26	7.8343E-23
2324	Ciliated	GULP1	0.358447326	0.986842105	0.742071882	6.36479E-26	1.09021E-25	8.88525E-23
2327	Ciliated	CIR1	0.30673911	0.986842105	0.76744186	7.16394E-26	1.2226E-25	1.00009E-22
2329	Ciliated	IRX3	0.300793354	0.960526316	0.636363636	7.50137E-26	1.27706E-25	1.04719E-22
2331	Ciliated	EXOC4	0.56235259	1	0.938689218	1.05509E-25	1.79185E-25	1.4729E-22
2333	Ciliated	ARL3	0.306459061	0.947368421	0.687103594	1.17045E-25	1.98295E-25	1.63395E-22
2334	Ciliated	PHIP	0.489187248	1	0.875264271	1.27139E-25	2.15135E-25	1.77486E-22
2337	Ciliated	PPM1H	0.334986136	0.934210526	0.655391121	2.45352E-25	4.1366E-25	3.42511E-22
2345	Ciliated	HSPH1	0.530149624	0.986842105	0.763213531	6.45671E-25	1.07818E-24	9.01357E-22
2346	Ciliated	METTL15	0.362455249	0.986842105	0.820295983	6.52846E-25	1.08886E-24	9.11372E-22
2348	Ciliated	ATR	0.304667086	0.960526316	0.752642706	6.97878E-25	1.16119E-24	9.74237E-22
2349	Ciliated	EP400	0.302797435	0.947368421	0.733615222	7.99284E-25	1.32833E-24	1.1158E-21
2350	Ciliated	GTF2IRD2	0.389908498	0.986842105	0.805496829	8.37924E-25	1.39089E-24	1.16974E-21
2354	Ciliated	CSNK1G1	0.394891105	0.986842105	0.820295983	1.92751E-24	3.18439E-24	2.69081E-21
2357	Ciliated	MSH3	0.310396071	0.973684211	0.754756871	2.48444E-24	4.08996E-24	3.46828E-21
2359	Ciliated	GTF2IRD2B	0.346756063	0.986842105	0.794926004	3.40476E-24	5.59182E-24	4.75304E-21
2363	Ciliated	DAB1	0.36297059	0.986842105	0.792811839	4.81434E-24	7.86982E-24	6.72082E-21
2367	Ciliated	ENSG00000254929	0.314626881	0.986842105	0.744186047	7.47927E-24	1.21691E-23	1.04411E-20
2369	Ciliated	PGM2L1	0.354853242	0.973684211	0.695560254	9.09546E-24	1.47643E-23	1.26973E-20
2372	Ciliated	GDE1	0.347910006	0.973684211	0.720930233	1.63389E-23	2.643E-23	2.28091E-20
2374	Ciliated	ENSG00000253944	0.316663509	0.960526316	0.655391121	2.60333E-23	4.20145E-23	3.63425E-20
2375	Ciliated	HNRNPF	0.335067311	0.960526316	0.799154334	2.82352E-23	4.55154E-23	3.94163E-20
2379	Ciliated	KPNA3	0.319219821	0.986842105	0.816067653	4.07915E-23	6.54539E-23	5.69449E-20
2380	Ciliated	NANS	0.303593668	0.986842105	0.731501057	4.15664E-23	6.66111E-23	5.80267E-20
2386	Ciliated	TVP23C-CDRT4	0.345425074	1	0.849894292	5.15101E-23	8.19932E-23	7.1908E-20
2390	Ciliated	PLPP2	0.357772285	0.960526316	0.613107822	1.01811E-22	1.61326E-22	1.42128E-19
2396	Ciliated	LINC01876	0.473003795	0.947368421	0.697674419	1.94522E-22	3.06147E-22	2.71553E-19
2398	Ciliated	ALOX12P2	0.316694841	0.973684211	0.712473573	2.21678E-22	3.48101E-22	3.09462E-19
2402	Ciliated	VPS13C	0.335463865	1	0.854122622	3.79127E-22	5.92677E-22	5.29261E-19
2412	Ciliated	ABI2	0.359775246	1	0.875264271	1.27017E-21	1.96364E-21	1.77316E-18
2430	Ciliated	HNRNPUL2-BSCL2	0.348580958	0.947368421	0.803382664	4.30036E-21	6.51824E-21	6.0033E-18
2452	Ciliated	GOLGA2P7	0.342505408	0.986842105	0.735729387	6.47255E-20	9.58184E-20	9.03568E-17
2454	Ciliated	FGF7P3	0.377038509	0.986842105	0.820295983	7.83678E-20	1.15769E-19	1.09402E-16
2471	Ciliated	DTX2P1-UPK3BP1-PMS2P11	0.470348145	1	0.837209302	2.80128E-18	4.06506E-18	3.91058E-15
2493	Ciliated	HECTD1	0.303206325	0.973684211	0.858350951	1.68236E-17	2.38676E-17	2.34857E-14
2525	Ciliated	TMTC2	0.390490235	0.973684211	0.877378436	2.01877E-16	2.77382E-16	2.8182E-13
2554	Ciliated	GOLGA2P10	0.361120014	0.973684211	0.746300211	1.86439E-15	2.49062E-15	2.60269E-12
2906	Club	SCGB3A2	2.199564223	0.985294118	0.59043659	1.92964E-35	3.08742E-33	3.08742E-33
2910	Club	ENSG00000268797	0.35624272	0.955882353	0.704781705	8.26417E-20	2.64453E-18	1.32227E-17
2912	Club	ATL2	0.436637188	0.985294118	0.835758836	6.62243E-19	1.5137E-17	1.05959E-16
2932	Club	MLLT3	0.361307559	0.970588235	0.823284823	1.16411E-12	6.89845E-12	1.86258E-10
3066	Goblet	BPIFB1	2.644283058	0.984615385	0.450413223	8.50909E-42	2.68036E-39	2.68036E-39
3067	Goblet	MUC5B	0.728145197	0.876923077	0.241735537	2.10149E-40	3.30984E-38	6.61968E-38
3068	Goblet	LTF	0.80121966	0.907692308	0.270661157	3.07773E-39	3.23162E-37	9.69485E-37
3069	Goblet	RHOV	0.391655902	0.923076923	0.349173554	3.82057E-36	3.00684E-34	1.20348E-33
3070	Goblet	ATP12A	0.562365028	0.923076923	0.365702479	4.95524E-36	3.00684E-34	1.5609E-33
3074	Goblet	WFDC2	1.972415254	1	0.890495868	1.14421E-34	4.00475E-33	3.60427E-32
3075	Goblet	TMEM45A	0.996014506	0.953846154	0.541322314	3.04718E-33	9.59863E-32	9.59863E-31
3076	Goblet	LCN2	1.574227172	0.969230769	0.582644628	4.17248E-33	1.19485E-31	1.31433E-30
3079	Goblet	ERN2	0.366088204	0.907692308	0.355371901	7.13045E-32	1.60435E-30	2.24609E-29
3080	Goblet	TSPAN8	0.588799458	0.923076923	0.473140496	6.72913E-31	1.41312E-29	2.11967E-28
3083	Goblet	SAA2-SAA4	1.209505405	0.923076923	0.431818182	8.11975E-30	1.42096E-28	2.55772E-27
3084	Goblet	CP	0.876737287	0.953846154	0.592975207	1.91513E-29	3.05328E-28	6.03267E-27
3087	Goblet	RIMS1	0.970541083	0.938461538	0.609504132	3.14606E-29	4.50458E-28	9.91008E-27
3089	Goblet	AZGP1	0.344002953	0.815384615	0.260330579	1.05344E-28	1.38265E-27	3.31835E-26
3091	Goblet	WNK2	0.361689239	0.923076923	0.489669421	1.51896E-27	1.84027E-26	4.78471E-25
3092	Goblet	CYP2F1	0.531319989	0.846153846	0.380165289	3.40133E-27	3.96822E-26	1.07142E-24
3093	Goblet	CXCL1	0.962627037	0.969230769	0.650826446	5.74183E-27	6.45956E-26	1.80868E-24
3095	Goblet	GRAMD2B	0.673769389	1	0.723140496	1.50514E-26	1.58039E-25	4.74118E-24
3096	Goblet	ANKRD36C	0.908863455	0.969230769	0.766528926	3.01563E-26	3.06427E-25	9.49924E-24
3097	Goblet	S100P	0.539004685	0.892307692	0.5	8.98995E-26	8.84949E-25	2.83184E-23
3103	Goblet	VTCN1	0.32101462	0.861538462	0.435950413	7.69279E-24	6.37691E-23	2.42323E-21
3106	Goblet	CXCL6	0.374089826	0.830769231	0.396694215	6.94359E-23	5.33471E-22	2.18723E-20
3108	Goblet	KLK11	0.486629961	0.907692308	0.55785124	2.84804E-22	2.08635E-21	8.97132E-20
3115	Goblet	AQP5	0.365726014	0.876923077	0.493801653	1.10897E-20	6.9865E-20	3.49325E-18
3116	Goblet	CAPN13	0.498304562	0.892307692	0.574380165	1.15622E-20	7.00857E-20	3.64209E-18
3118	Goblet	ASS1	0.359797079	0.907692308	0.679752066	1.59697E-20	9.49141E-20	5.03045E-18
3121	Goblet	CHL1	0.31952521	0.907692308	0.535123967	1.66357E-19	9.35759E-19	5.24025E-17
3122	Goblet	MSMB	0.616141262	0.784615385	0.444214876	3.51209E-19	1.94089E-18	1.10631E-16
3133	Goblet	ENSG00000251537	0.314040474	0.923076923	0.690082645	4.40321E-17	2.03972E-16	1.38701E-14
3137	Goblet	KLK10	0.329860798	0.907692308	0.578512397	1.40071E-16	6.12811E-16	4.41224E-14
3152	Goblet	LIPH	0.491977095	0.953846154	0.791322314	2.40635E-15	8.71265E-15	7.58001E-13
3164	Goblet	C16orf89	0.328980608	0.876923077	0.553719008	6.47699E-14	2.06086E-13	2.04025E-11
