Transcript_stable_ID	Transcript_type	Pig190723_PCLS_200304_1_trans_rcount.tr	Pig190723_PCLS_200304_2_trans_rcount.tr	Pig190723_PCLS_200304_3_trans_rcount.tr	Pig190723_PCLS_200304_4_trans_rcount.tr
ENSSSCT00000079153	protein_coding	107.0	102.0	228.0	259.0
ENSSSCT00000000128	protein_coding	119.0	125.0	266.0	301.0
ENSSSCT00000012342	protein_coding	35496.0	30301.0	32998.0	28611.0
ENSSSCT00000041383	protein_coding	33767.0	28690.0	31266.0	27170.0
ENSSSCT00000057283	protein_coding	41458.0	35228.0	38567.0	33503.0
ENSSSCT00000050538	protein_coding	45577.0	38316.0	42141.0	36635.0
ENSSSCT00000025040	protein_coding	9.0	4.0	12.0	16.0
ENSSSCT00000079493	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000065762	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000000620	protein_coding	37104.0	32014.0	35970.0	31387.0
ENSSSCT00000064500	protein_coding	28988.0	25114.0	28087.0	24301.0
ENSSSCT00000066375	protein_coding	996.0	860.0	838.0	613.0
ENSSSCT00000025961	protein_coding	1646.0	1118.0	1814.0	1794.0
ENSSSCT00000065779	protein_coding	110.0	72.0	102.0	96.0
ENSSSCT00000014500	protein_coding	111.0	72.0	102.0	96.0
ENSSSCT00000077346	protein_coding	105.0	84.0	111.0	104.0
ENSSSCT00000067303	protein_coding	3684.0	3280.0	3995.0	3038.0
ENSSSCT00000024969	protein_coding	3965.0	3410.0	4129.0	3183.0
ENSSSCT00000003466	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000026368	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000085293	protein_coding	45.0	42.0	43.0	73.0
ENSSSCT00000075295	protein_coding	61.0	47.0	75.0	78.0
ENSSSCT00000072424	protein_coding	53.0	40.0	70.0	66.0
ENSSSCT00000041317	protein_coding	38.0	32.0	48.0	66.0
ENSSSCT00000040474	protein_coding	45.0	43.0	58.0	72.0
ENSSSCT00000069159	protein_coding	58.0	38.0	54.0	57.0
ENSSSCT00000026786	protein_coding	37.0	33.0	34.0	53.0
ENSSSCT00000008349	protein_coding	6477.0	4975.0	7434.0	6198.0
ENSSSCT00000057739	protein_coding	5524.0	4207.0	6321.0	5301.0
ENSSSCT00000074549	protein_coding	5236.0	4013.0	5972.0	5010.0
ENSSSCT00000045459	protein_coding	1924.0	1234.0	2384.0	2260.0
ENSSSCT00000082649	protein_coding	1780.0	1146.0	2191.0	2124.0
ENSSSCT00000037790	protein_coding	1770.0	1123.0	2189.0	2122.0
ENSSSCT00000015108	protein_coding	1930.0	1238.0	2393.0	2271.0
ENSSSCT00000082156	protein_coding	1204.0	755.0	1545.0	1428.0
ENSSSCT00000090849	protein_coding	305.0	183.0	211.0	243.0
ENSSSCT00000072920	protein_coding	291.0	173.0	206.0	233.0
ENSSSCT00000082203	protein_coding	195.0	113.0	126.0	134.0
ENSSSCT00000074758	protein_coding	80.0	51.0	46.0	42.0
ENSSSCT00000002620	protein_coding	199.0	114.0	129.0	129.0
ENSSSCT00000090075	pseudogene	6.0	0.0	6.0	0.0
ENSSSCT00000040960	protein_coding	4.0	0.0	0.0	0.0
ENSSSCT00000039054	protein_coding	109.0	54.0	145.0	139.0
ENSSSCT00000078692	protein_coding	56.0	22.0	61.0	50.0
ENSSSCT00000069283	protein_coding	56.0	23.0	62.0	50.0
ENSSSCT00000005474	protein_coding	109.0	53.0	145.0	139.0
ENSSSCT00000063026	protein_coding	109.0	51.0	143.0	139.0
ENSSSCT00000018536	protein_coding	21048.0	16699.0	15581.0	13915.0
ENSSSCT00000065336	protein_coding	1665.0	995.0	2414.0	2186.0
ENSSSCT00000088143	protein_coding	3598.0	2892.0	3771.0	3804.0
ENSSSCT00000008142	protein_coding	3721.0	2971.0	3889.0	3925.0
ENSSSCT00000053384	protein_coding	3651.0	2918.0	3835.0	3844.0
ENSSSCT00000072280	protein_coding	3230.0	2499.0	2749.0	2310.0
ENSSSCT00000015423	protein_coding	3232.0	2500.0	2754.0	2308.0
ENSSSCT00000083081	protein_coding	3185.0	2480.0	2727.0	2292.0
ENSSSCT00000000127	protein_coding	90.0	56.0	96.0	109.0
ENSSSCT00000041872	protein_coding	0.0	3.0	6.0	0.0
ENSSSCT00000086546	protein_coding	0.0	3.0	6.0	0.0
ENSSSCT00000056361	protein_coding	0.0	3.0	6.0	0.0
ENSSSCT00000086875	protein_coding	0.0	3.0	6.0	0.0
ENSSSCT00000069737	protein_coding	0.0	3.0	2.0	0.0
ENSSSCT00000055582	protein_coding	3258.0	2366.0	3670.0	3649.0
ENSSSCT00000037817	protein_coding	3162.0	2301.0	3570.0	3489.0
ENSSSCT00000001101	protein_coding	5280.0	3806.0	5947.0	5834.0
ENSSSCT00000030078	protein_coding	2.0	4.0	0.0	7.0
ENSSSCT00000061584	protein_coding	2.0	2.0	0.0	7.0
ENSSSCT00000059011	protein_coding	942.0	744.0	874.0	766.0
ENSSSCT00000009246	protein_coding	954.0	750.0	906.0	780.0
ENSSSCT00000050486	protein_coding	6491.0	4643.0	5705.0	4782.0
ENSSSCT00000018141	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000006645	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000090632	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000010820	protein_coding	2841.0	1987.0	3164.0	2726.0
ENSSSCT00000067199	protein_coding	2586.0	1785.0	2926.0	2508.0
ENSSSCT00000058079	protein_coding	4.0	4.0	2.0	2.0
ENSSSCT00000003787	protein_coding	4.0	4.0	2.0	0.0
ENSSSCT00000060341	protein_coding	3.0	0.0	0.0	4.0
ENSSSCT00000001950	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000065211	pseudogene	70.0	45.0	43.0	64.0
ENSSSCT00000027464	protein_coding	32.0	12.0	27.0	29.0
ENSSSCT00000060641	protein_coding	5084.0	4376.0	3594.0	3810.0
ENSSSCT00000049108	protein_coding	5051.0	4325.0	3557.0	3785.0
ENSSSCT00000049277	protein_coding	5112.0	4366.0	3591.0	3798.0
ENSSSCT00000041375	protein_coding	5058.0	4313.0	3527.0	3761.0
ENSSSCT00000076711	protein_coding	2285.0	1973.0	1519.0	1679.0
ENSSSCT00000066762	protein_coding	4903.0	4163.0	3456.0	3694.0
ENSSSCT00000025924	protein_coding	4907.0	4173.0	3462.0	3690.0
ENSSSCT00000003467	protein_coding	3.0	4.0	4.0	0.0
ENSSSCT00000052648	protein_coding	1331.0	746.0	1628.0	1639.0
ENSSSCT00000024579	protein_coding	1290.0	728.0	1598.0	1555.0
ENSSSCT00000018142	protein_coding	15.0	8.0	8.0	10.0
ENSSSCT00000054150	protein_coding	15.0	8.0	8.0	10.0
ENSSSCT00000047016	protein_coding	529.0	331.0	769.0	703.0
ENSSSCT00000001100	protein_coding	461.0	308.0	473.0	502.0
ENSSSCT00000088760	protein_coding	475.0	316.0	477.0	514.0
ENSSSCT00000004961	protein_coding	870.0	703.0	498.0	602.0
ENSSSCT00000070766	protein_coding	619.0	434.0	345.0	431.0
ENSSSCT00000066963	protein_coding	65271.0	55421.0	62044.0	50205.0
ENSSSCT00000028532	protein_coding	65271.0	55421.0	62044.0	50205.0
ENSSSCT00000077730	protein_coding	65988.0	56060.0	62687.0	50858.0
ENSSSCT00000057256	protein_coding	65634.0	56094.0	63351.0	51864.0
ENSSSCT00000086945	protein_coding	61381.0	52429.0	58227.0	47375.0
ENSSSCT00000073979	protein_coding	60932.0	52161.0	57766.0	47044.0
ENSSSCT00000036755	protein_coding	99360.0	86437.0	95396.0	79769.0
ENSSSCT00000056750	protein_coding	64793.0	55447.0	62498.0	51217.0
ENSSSCT00000036982	protein_coding	0.0	2.0	0.0	4.0
ENSSSCT00000000621	protein_coding	0.0	2.0	0.0	4.0
ENSSSCT00000060879	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000015426	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000059088	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000052807	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000031383	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000030831	protein_coding	262.0	215.0	163.0	208.0
ENSSSCT00000018907	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000008365	protein_coding	4753.0	3086.0	5309.0	5137.0
ENSSSCT00000055470	protein_coding	4493.0	2860.0	5129.0	5029.0
ENSSSCT00000057161	protein_coding	1139.0	826.0	1089.0	1065.0
ENSSSCT00000015107	protein_coding	2173.0	1677.0	2410.0	2678.0
ENSSSCT00000003012	protein_coding	77.0	60.0	133.0	116.0
ENSSSCT00000015425	protein_coding	7664.0	6164.0	4186.0	4164.0
ENSSSCT00000087811	protein_coding	1132.0	943.0	1326.0	1284.0
ENSSSCT00000066346	protein_coding	2602.0	2106.0	2945.0	2926.0
ENSSSCT00000079578	protein_coding	2379.0	1901.0	2702.0	2675.0
ENSSSCT00000069464	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000045618	protein_coding	213.0	125.0	244.0	231.0
ENSSSCT00000019401	protein_coding	1867.0	1372.0	2089.0	2029.0
ENSSSCT00000070641	protein_coding	4733.0	3891.0	4506.0	3889.0
ENSSSCT00000005475	protein_coding	5093.0	4147.0	4880.0	4168.0
ENSSSCT00000029639	protein_coding	1855.0	1495.0	1807.0	1362.0
ENSSSCT00000041275	protein_coding	1844.0	1492.0	1788.0	1353.0
ENSSSCT00000086868	protein_coding	0.0	4.0	0.0	0.0
ENSSSCT00000055821	protein_coding	4.0	2.0	6.0	3.0
ENSSSCT00000055984	protein_coding	15685.0	13740.0	14722.0	13238.0
ENSSSCT00000083441	protein_coding	12410.0	11014.0	11704.0	10490.0
ENSSSCT00000053464	protein_coding	4271.0	3801.0	4352.0	3883.0
ENSSSCT00000025501	protein_coding	1068.0	925.0	740.0	789.0
ENSSSCT00000087784	protein_coding	1051.0	908.0	732.0	773.0
ENSSSCT00000086180	protein_coding	558.0	504.0	379.0	442.0
ENSSSCT00000014502	protein_coding	245.0	180.0	357.0	220.0
ENSSSCT00000087653	protein_coding	670.0	444.0	811.0	818.0
ENSSSCT00000068819	protein_coding	779.0	534.0	957.0	936.0
ENSSSCT00000003469	protein_coding	690.0	463.0	864.0	875.0
ENSSSCT00000088405	protein_coding	826.0	596.0	1021.0	1001.0
ENSSSCT00000060523	protein_coding	3334.0	3368.0	1965.0	2590.0
ENSSSCT00000086387	protein_coding	220.0	280.0	74.0	176.0
ENSSSCT00000065502	protein_coding	5136.0	4664.0	3250.0	4322.0
ENSSSCT00000004605	protein_coding	5129.0	4658.0	3243.0	4317.0
ENSSSCT00000058975	pseudogene	12.0	5.0	8.0	10.0
ENSSSCT00000078995	pseudogene	0.0	0.0	0.0	0.0
ENSSSCT00000025870	protein_coding	648.0	398.0	781.0	870.0
ENSSSCT00000068380	protein_coding	856.0	614.0	960.0	1125.0
ENSSSCT00000075377	protein_coding	421.0	228.0	420.0	561.0
ENSSSCT00000089813	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000071303	protein_coding	0.0	5.0	0.0	0.0
ENSSSCT00000002621	protein_coding	480.0	341.0	362.0	238.0
ENSSSCT00000070831	protein_coding	479.0	339.0	360.0	238.0
ENSSSCT00000068958	protein_coding	409.0	301.0	285.0	205.0
ENSSSCT00000011843	protein_coding	1176.0	835.0	1062.0	1095.0
ENSSSCT00000081225	protein_coding	1107.0	797.0	996.0	1024.0
ENSSSCT00000029833	protein_coding	1189.0	851.0	1071.0	1100.0
ENSSSCT00000015113	protein_coding	82.0	64.0	38.0	38.0
ENSSSCT00000069466	protein_coding	2116.0	1995.0	2058.0	1410.0
ENSSSCT00000052227	protein_coding	2120.0	1999.0	2063.0	1411.0
ENSSSCT00000013122	protein_coding	2003.0	1878.0	1956.0	1302.0
ENSSSCT00000068299	protein_coding	2116.0	1995.0	2058.0	1410.0
ENSSSCT00000081898	protein_coding	2065.0	1953.0	2014.0	1388.0
ENSSSCT00000076455	protein_coding	1979.0	1875.0	1926.0	1342.0
ENSSSCT00000025181	protein_coding	2024.0	1913.0	1968.0	1363.0
ENSSSCT00000062789	protein_coding	1986.0	1849.0	1926.0	1324.0
ENSSSCT00000054953	protein_coding	2252.0	2011.0	2051.0	1686.0
ENSSSCT00000003010	protein_coding	836.0	796.0	809.0	616.0
ENSSSCT00000043878	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000018537	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000059031	protein_coding	11.0	19.0	13.0	22.0
ENSSSCT00000064501	protein_coding	11.0	18.0	13.0	20.0
ENSSSCT00000018906	protein_coding	12.0	19.0	13.0	22.0
ENSSSCT00000047465	protein_coding	10.0	19.0	13.0	22.0
ENSSSCT00000010822	protein_coding	44.0	20.0	37.0	77.0
ENSSSCT00000003790	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000080813	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000009247	protein_coding	2445.0	2202.0	2209.0	1574.0
ENSSSCT00000044314	protein_coding	2702.0	2371.0	2419.0	1738.0
ENSSSCT00000046422	protein_coding	2900.0	2596.0	2611.0	1879.0
ENSSSCT00000078449	protein_coding	2.0	0.0	6.0	0.0
ENSSSCT00000067998	protein_coding	662.0	359.0	819.0	970.0
ENSSSCT00000008812	protein_coding	662.0	359.0	816.0	966.0
ENSSSCT00000065467	protein_coding	655.0	356.0	809.0	959.0
ENSSSCT00000076681	protein_coding	660.0	355.0	811.0	956.0
ENSSSCT00000080517	protein_coding	1051.0	1101.0	847.0	847.0
ENSSSCT00000078470	protein_coding	1056.0	1112.0	847.0	848.0
ENSSSCT00000067967	protein_coding	587.0	639.0	569.0	579.0
ENSSSCT00000004962	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000071269	pseudogene	0.0	0.0	0.0	0.0
ENSSSCT00000065368	protein_coding	635.0	469.0	568.0	510.0
ENSSSCT00000022749	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000062861	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000025125	protein_coding	20660.0	18415.0	17776.0	17530.0
ENSSSCT00000043438	protein_coding	7809.0	6527.0	6903.0	6044.0
ENSSSCT00000029158	protein_coding	2075.0	1747.0	1855.0	1409.0
ENSSSCT00000045032	protein_coding	190.0	130.0	307.0	259.0
ENSSSCT00000037872	protein_coding	217.0	162.0	370.0	325.0
ENSSSCT00000038258	protein_coding	196.0	141.0	345.0	242.0
ENSSSCT00000041293	protein_coding	200.0	143.0	351.0	273.0
ENSSSCT00000040472	protein_coding	236.0	173.0	397.0	372.0
ENSSSCT00000064196	protein_coding	255.0	201.0	447.0	429.0
ENSSSCT00000046321	protein_coding	140.0	103.0	255.0	196.0
ENSSSCT00000049131	protein_coding	150.0	116.0	299.0	210.0
ENSSSCT00000045442	protein_coding	114.0	100.0	205.0	143.0
ENSSSCT00000061609	protein_coding	117.0	104.0	213.0	146.0
ENSSSCT00000083659	protein_coding	0.0	0.0	1.0	1.0
ENSSSCT00000076391	pseudogene	0.0	0.0	0.0	0.0
ENSSSCT00000060783	protein_coding	3251.0	2745.0	3151.0	2785.0
ENSSSCT00000009718	protein_coding	3076.0	2661.0	3022.0	2650.0
ENSSSCT00000061970	protein_coding	3255.0	2772.0	3197.0	2829.0
ENSSSCT00000074119	protein_coding	3377.0	2847.0	3275.0	2909.0
ENSSSCT00000037346	protein_coding	3359.0	2828.0	3257.0	2892.0
ENSSSCT00000056106	protein_coding	3043.0	2585.0	2983.0	2662.0
ENSSSCT00000046054	protein_coding	1165.0	759.0	1196.0	1239.0
ENSSSCT00000065607	protein_coding	1089.0	938.0	1045.0	943.0
ENSSSCT00000050740	protein_coding	755.0	453.0	787.0	867.0
ENSSSCT00000019404	protein_coding	780.0	463.0	819.0	891.0
ENSSSCT00000028397	protein_coding	772.0	459.0	810.0	883.0
ENSSSCT00000041105	protein_coding	725.0	440.0	755.0	840.0
ENSSSCT00000060751	protein_coding	2.0	4.0	4.0	9.0
ENSSSCT00000008143	protein_coding	2.0	4.0	4.0	9.0
ENSSSCT00000062403	protein_coding	1524.0	1257.0	1461.0	1159.0
ENSSSCT00000030279	protein_coding	1939.0	1292.0	2363.0	2402.0
ENSSSCT00000070283	protein_coding	1884.0	1257.0	2307.0	2341.0
ENSSSCT00000090313	protein_coding	1742.0	1170.0	2144.0	2183.0
ENSSSCT00000061801	protein_coding	1930.0	1289.0	2364.0	2404.0
ENSSSCT00000003009	protein_coding	2484.0	2060.0	2455.0	2244.0
ENSSSCT00000087537	protein_coding	1221.0	951.0	1082.0	967.0
ENSSSCT00000012777	protein_coding	2915.0	2649.0	1312.0	1159.0
ENSSSCT00000084206	protein_coding	3249.0	2906.0	1511.0	1310.0
ENSSSCT00000053735	protein_coding	6352.0	5246.0	3892.0	3603.0
ENSSSCT00000024231	protein_coding	4673.0	3708.0	3869.0	3633.0
ENSSSCT00000048730	protein_coding	3897.0	3193.0	3273.0	3079.0
ENSSSCT00000071759	protein_coding	3004.0	2402.0	2631.0	2306.0
ENSSSCT00000042294	protein_coding	169.0	170.0	280.0	165.0
ENSSSCT00000017113	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000015112	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000068764	protein_coding	3396.0	2840.0	2658.0	2479.0
ENSSSCT00000000623	protein_coding	6518.0	5147.0	4913.0	4526.0
ENSSSCT00000069758	protein_coding	6529.0	5151.0	4914.0	4537.0
ENSSSCT00000090280	protein_coding	1411.0	1172.0	1114.0	1005.0
ENSSSCT00000015428	protein_coding	0.0	0.0	0.0	2.0
ENSSSCT00000069976	protein_coding	0.0	0.0	0.0	2.0
ENSSSCT00000067103	protein_coding	0.0	0.0	0.0	2.0
ENSSSCT00000088226	protein_coding	6100.0	4109.0	7555.0	6186.0
ENSSSCT00000076029	protein_coding	6101.0	4109.0	7555.0	6186.0
ENSSSCT00000053122	protein_coding	6104.0	4111.0	7558.0	6194.0
ENSSSCT00000054436	protein_coding	8064.0	5418.0	9653.0	7879.0
ENSSSCT00000057533	protein_coding	2.0	4.0	0.0	10.0
ENSSSCT00000007320	protein_coding	828.0	749.0	774.0	644.0
ENSSSCT00000080352	protein_coding	762.0	695.0	730.0	604.0
ENSSSCT00000035758	protein_coding	19931.0	17241.0	11638.0	13238.0
ENSSSCT00000033532	protein_coding	19501.0	16961.0	11400.0	12955.0
ENSSSCT00000023965	protein_coding	18606.0	16056.0	10626.0	12247.0
ENSSSCT00000022974	protein_coding	18711.0	16170.0	10752.0	12398.0
ENSSSCT00000064677	protein_coding	18288.0	15923.0	10557.0	12148.0
ENSSSCT00000032454	protein_coding	4636.0	3799.0	4420.0	4362.0
ENSSSCT00000003470	protein_coding	14.0	11.0	21.0	26.0
ENSSSCT00000022625	protein_coding	578.0	460.0	635.0	404.0
ENSSSCT00000060356	protein_coding	6.0	2.0	3.0	0.0
ENSSSCT00000004963	protein_coding	6.0	2.0	5.0	0.0
ENSSSCT00000038608	protein_coding	6.0	2.0	3.0	0.0
ENSSSCT00000042688	protein_coding	2244.0	1918.0	2978.0	2023.0
ENSSSCT00000042476	protein_coding	897.0	776.0	1206.0	800.0
ENSSSCT00000045191	protein_coding	1171.0	955.0	856.0	816.0
ENSSSCT00000046534	protein_coding	1370.0	1105.0	913.0	876.0
ENSSSCT00000045713	protein_coding	1240.0	1002.0	843.0	801.0
ENSSSCT00000045962	protein_coding	1092.0	1016.0	916.0	846.0
ENSSSCT00000010823	protein_coding	99.0	70.0	93.0	159.0
ENSSSCT00000050306	protein_coding	39.0	26.0	51.0	43.0
ENSSSCT00000053472	protein_coding	2087.0	1496.0	1933.0	1565.0
ENSSSCT00000084719	protein_coding	1834.0	1310.0	1688.0	1417.0
ENSSSCT00000069020	pseudogene	0.0	0.0	0.0	0.0
ENSSSCT00000011307	protein_coding	3721.0	2674.0	4425.0	4048.0
ENSSSCT00000081497	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000013482	protein_coding	1569.0	1515.0	1730.0	1691.0
ENSSSCT00000038669	protein_coding	1545.0	1494.0	1702.0	1662.0
ENSSSCT00000035915	protein_coding	1285.0	1242.0	1346.0	1337.0
ENSSSCT00000037334	pseudogene	0.0	0.0	0.0	0.0
ENSSSCT00000070407	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000067464	protein_coding	422.0	351.0	411.0	335.0
ENSSSCT00000015111	protein_coding	4.0	8.0	27.0	17.0
ENSSSCT00000062502	protein_coding	3.0	6.0	27.0	15.0
ENSSSCT00000083818	protein_coding	4.0	5.0	20.0	14.0
ENSSSCT00000086767	protein_coding	607.0	454.0	750.0	599.0
ENSSSCT00000011844	protein_coding	2015.0	1565.0	2191.0	1698.0
ENSSSCT00000039797	protein_coding	2292.0	1807.0	2521.0	1937.0
ENSSSCT00000085146	protein_coding	2361.0	1844.0	2589.0	1994.0
ENSSSCT00000074444	protein_coding	4617.0	4113.0	3199.0	3069.0
ENSSSCT00000028124	protein_coding	2389.0	2262.0	1553.0	1382.0
ENSSSCT00000082013	protein_coding	4781.0	4249.0	3334.0	3165.0
ENSSSCT00000086404	protein_coding	4621.0	4115.0	3207.0	3070.0
ENSSSCT00000088905	protein_coding	4226.0	3785.0	3004.0	2897.0
ENSSSCT00000077092	protein_coding	964.0	1010.0	759.0	795.0
ENSSSCT00000039160	protein_coding	12.0	6.0	14.0	6.0
ENSSSCT00000029474	protein_coding	12.0	6.0	14.0	6.0
ENSSSCT00000042132	protein_coding	12.0	6.0	14.0	6.0
ENSSSCT00000044345	protein_coding	13.0	6.0	14.0	6.0
ENSSSCT00000072414	protein_coding	1.0	2.0	1.0	0.0
ENSSSCT00000005478	protein_coding	2.0	0.0	3.0	2.0
ENSSSCT00000052443	protein_coding	2.0	0.0	3.0	2.0
ENSSSCT00000079965	protein_coding	2.0	0.0	3.0	2.0
ENSSSCT00000056067	protein_coding	1.0	0.0	0.0	2.0
ENSSSCT00000053528	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000088094	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000036965	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000028953	protein_coding	638.0	586.0	707.0	512.0
ENSSSCT00000063960	protein_coding	2206.0	1723.0	1840.0	1807.0
ENSSSCT00000017034	protein_coding	2147.0	1686.0	1787.0	1736.0
ENSSSCT00000048748	protein_coding	447.0	351.0	435.0	283.0
ENSSSCT00000017535	protein_coding	238.0	216.0	220.0	140.0
ENSSSCT00000036892	protein_coding	514.0	424.0	648.0	588.0
ENSSSCT00000043582	protein_coding	411.0	330.0	519.0	484.0
ENSSSCT00000031187	protein_coding	401.0	324.0	510.0	468.0
ENSSSCT00000009248	protein_coding	10.0	9.0	9.0	11.0
ENSSSCT00000039704	protein_coding	1391.0	944.0	1469.0	1414.0
ENSSSCT00000011308	protein_coding	1391.0	944.0	1469.0	1414.0
ENSSSCT00000089446	protein_coding	429.0	296.0	446.0	492.0
ENSSSCT00000062379	protein_coding	3578.0	2508.0	3979.0	4219.0
ENSSSCT00000010825	protein_coding	4346.0	3066.0	4799.0	5036.0
ENSSSCT00000038563	protein_coding	4342.0	3068.0	4828.0	5059.0
ENSSSCT00000028609	protein_coding	172.0	99.0	164.0	160.0
ENSSSCT00000024858	protein_coding	20.0	15.0	29.0	37.0
ENSSSCT00000027810	protein_coding	2247.0	1701.0	2160.0	1814.0
ENSSSCT00000052641	protein_coding	0.0	0.0	0.0	2.0
ENSSSCT00000071249	pseudogene	44.0	40.0	28.0	46.0
ENSSSCT00000061245	protein_coding	4213.0	3005.0	4556.0	4599.0
ENSSSCT00000073703	protein_coding	4087.0	2955.0	4446.0	4449.0
ENSSSCT00000075128	protein_coding	442.0	213.0	459.0	476.0
ENSSSCT00000002627	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000052598	pseudogene	0.0	0.0	0.0	0.0
ENSSSCT00000023324	protein_coding	4374.0	3523.0	3776.0	3531.0
ENSSSCT00000038965	protein_coding	0.0	4.0	0.0	0.0
ENSSSCT00000085068	protein_coding	3605.0	3211.0	3938.0	3491.0
ENSSSCT00000063826	protein_coding	3693.0	3295.0	4053.0	3587.0
ENSSSCT00000017114	protein_coding	3616.0	3220.0	3993.0	3506.0
ENSSSCT00000037048	protein_coding	3023.0	2804.0	3365.0	3053.0
ENSSSCT00000087957	protein_coding	3093.0	2862.0	3447.0	3105.0
ENSSSCT00000080040	protein_coding	2296.0	2126.0	2687.0	2451.0
ENSSSCT00000089974	protein_coding	2715.0	2476.0	2932.0	2653.0
ENSSSCT00000058589	protein_coding	1924.0	1791.0	2206.0	2001.0
ENSSSCT00000042775	protein_coding	677.0	631.0	534.0	512.0
ENSSSCT00000066861	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000090125	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000069175	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000078243	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000060315	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000064056	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000088994	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000076027	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000048737	protein_coding	127.0	81.0	133.0	101.0
ENSSSCT00000050815	pseudogene	0.0	0.0	0.0	0.0
ENSSSCT00000001952	protein_coding	16.0	6.0	18.0	8.0
ENSSSCT00000042213	protein_coding	16.0	6.0	18.0	8.0
ENSSSCT00000040071	protein_coding	16.0	6.0	18.0	8.0
ENSSSCT00000038709	protein_coding	14.0	4.0	11.0	6.0
ENSSSCT00000039777	protein_coding	7907.0	5953.0	8333.0	7393.0
ENSSSCT00000022923	protein_coding	6516.0	4908.0	7018.0	6120.0
ENSSSCT00000017035	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000062597	protein_coding	1053.0	712.0	1249.0	1017.0
ENSSSCT00000014506	protein_coding	2366.0	1714.0	2481.0	2212.0
ENSSSCT00000056736	protein_coding	1.0	2.0	8.0	2.0
ENSSSCT00000058081	protein_coding	1.0	2.0	7.0	2.0
ENSSSCT00000057660	protein_coding	1.0	2.0	7.0	2.0
ENSSSCT00000055943	protein_coding	1.0	2.0	7.0	2.0
ENSSSCT00000004088	protein_coding	1.0	2.0	7.0	2.0
ENSSSCT00000028361	pseudogene	0.0	0.0	0.0	0.0
ENSSSCT00000038144	protein_coding	374.0	220.0	311.0	247.0
ENSSSCT00000042639	protein_coding	293.0	177.0	255.0	213.0
ENSSSCT00000090624	protein_coding	1097.0	969.0	871.0	850.0
ENSSSCT00000015430	protein_coding	980.0	884.0	777.0	779.0
ENSSSCT00000044915	protein_coding	1099.0	974.0	872.0	858.0
ENSSSCT00000022596	protein_coding	261.0	145.0	107.0	126.0
ENSSSCT00000018538	protein_coding	239.0	131.0	89.0	116.0
ENSSSCT00000012780	protein_coding	137.0	129.0	164.0	139.0
ENSSSCT00000025517	protein_coding	1977.0	1145.0	2159.0	2023.0
ENSSSCT00000029139	protein_coding	2006.0	1156.0	2213.0	2071.0
ENSSSCT00000083742	protein_coding	937.0	505.0	1056.0	1145.0
ENSSSCT00000037529	protein_coding	749.0	551.0	960.0	825.0
ENSSSCT00000090292	protein_coding	230.0	173.0	303.0	255.0
ENSSSCT00000011847	protein_coding	153.0	134.0	230.0	171.0
ENSSSCT00000061361	protein_coding	164.0	140.0	242.0	181.0
ENSSSCT00000000624	protein_coding	3033.0	2815.0	2751.0	2123.0
ENSSSCT00000059872	protein_coding	3027.0	2804.0	2667.0	2056.0
ENSSSCT00000075560	protein_coding	0.0	0.0	0.0	0.0
