Gene_stable_ID	Gene_%_GC_content	Gene_type	NCBI_gene_ID	Gene_name	Pig190723_PCLS_200304_1_gene_rcount.gr	Pig190723_PCLS_200304_2_gene_rcount.gr	Pig190723_PCLS_200304_3_gene_rcount.gr	Pig190723_PCLS_200304_4_gene_rcount.gr
ENSSSCG00000045416	62.86	lncRNA	---	---	0.0	0.0	5.0	2.0
ENSSSCG00000042075	52.3	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000045896	39.85	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000042750	49.44	lncRNA	---	---	12.0	7.0	5.0	7.0
ENSSSCG00000033777	59.92	protein_coding	---	GPR152	7.0	2.0	12.0	16.0
ENSSSCG00000050117	42.45	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000039478	45.2	processed_pseudogene	---	---	1.0	0.0	0.0	0.0
ENSSSCG00000019607	51.15	snoRNA	---	SNORA30	19.0	14.0	11.0	4.0
ENSSSCG00000045760	48.08	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000041809	50.43	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000044732	37.58	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000042679	64.09	lncRNA	---	---	73.0	46.0	68.0	74.0
ENSSSCG00000018822	41.07	snRNA	---	U6	0.0	0.0	0.0	0.0
ENSSSCG00000039953	40.46	protein_coding	106508885	PNRC1	2630.0	1824.0	1678.0	1779.0
ENSSSCG00000034202	49.47	miRNA	104796078	ssc-mir-9794	0.0	0.0	0.0	0.0
ENSSSCG00000046019	43.38	protein_coding	100513718	---	0.0	0.0	0.0	0.0
ENSSSCG00000038566	48.49	protein_coding	110259000	---	0.0	0.0	0.0	0.0
ENSSSCG00000050765	56.1	rRNA	---	---	40.0	35.0	47.0	50.0
ENSSSCG00000038117	48.73	protein_coding	100520313	---	0.0	0.0	0.0	0.0
ENSSSCG00000047040	52.25	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000050846	41.3	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000049717	44.52	lncRNA	---	---	4.0	3.0	3.0	4.0
ENSSSCG00000031401	41.12	snRNA	---	U6	0.0	2.0	0.0	0.0
ENSSSCG00000044190	44.29	lncRNA	---	---	23.0	11.0	12.0	24.0
ENSSSCG00000043795	54.16	lncRNA	---	---	4.0	4.0	3.0	2.0
ENSSSCG00000042930	38.77	protein_coding	---	---	0.0	0.0	1.0	0.0
ENSSSCG00000032637	51.47	protein_coding	100620576	EVC	269.0	118.0	322.0	320.0
ENSSSCG00000015031	40.54	protein_coding	100517231	PIH1D2	439.0	333.0	349.0	350.0
ENSSSCG00000042344	49.6	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000042913	39.35	lncRNA	---	---	6.0	5.0	6.0	12.0
ENSSSCG00000049944	37.38	processed_pseudogene	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000049035	38.77	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000051523	53.63	lncRNA	---	---	27.0	13.0	19.0	13.0
ENSSSCG00000045351	39.85	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000050890	35.54	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000019940	39.64	snRNA	---	U6	0.0	0.0	0.0	0.0
ENSSSCG00000043850	38.13	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000042316	57.01	lncRNA	---	---	6.0	0.0	0.0	0.0
ENSSSCG00000045293	46.11	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000050312	53.02	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000039251	47.37	miRNA	---	MIR487B	0.0	0.0	0.0	0.0
ENSSSCG00000044701	52	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000043496	41.24	pseudogene	---	---	21.0	11.0	8.0	0.0
ENSSSCG00000032385	50	snRNA	---	U6	0.0	0.0	0.0	0.0
ENSSSCG00000014323	44.08	protein_coding	100517462	---	0.0	2.0	0.0	0.0
ENSSSCG00000043353	38.68	lncRNA	---	---	2.0	6.0	0.0	0.0
ENSSSCG00000045543	42.66	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000036779	57.52	rRNA	---	5_8S_rRNA	1.0	0.0	0.0	0.0
ENSSSCG00000045559	39.29	processed_pseudogene	---	---	2.0	2.0	0.0	2.0
ENSSSCG00000005910	68.96	protein_coding	100154454	TMEM249	15.0	10.0	14.0	16.0
ENSSSCG00000039022	48.37	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000037335	54.75	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000040457	62.73	protein_coding	102161291	EPN2	398.0	272.0	398.0	350.0
ENSSSCG00000031509	45.62	protein_coding	102167243	MTMR12	1555.0	1240.0	1476.0	1387.0
ENSSSCG00000041456	40.93	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000041016	38.02	protein_coding	---	---	10.0	2.0	1.0	2.0
ENSSSCG00000034641	41.24	protein_coding	100513333	---	0.0	0.0	0.0	0.0
ENSSSCG00000037982	40.54	snoRNA	---	---	97.0	91.0	64.0	46.0
ENSSSCG00000044838	50.87	lncRNA	---	---	0.0	2.0	2.0	3.0
ENSSSCG00000041214	50.33	lncRNA	---	---	10.0	16.0	17.0	24.0
ENSSSCG00000042472	52.77	lncRNA	---	---	3.0	9.0	9.0	7.0
ENSSSCG00000042399	44.28	lncRNA	---	---	1.0	2.0	0.0	0.0
ENSSSCG00000041251	48.97	lncRNA	---	---	2.0	2.0	2.0	8.0
ENSSSCG00000045856	45.53	lncRNA	---	---	7.0	3.0	4.0	9.0
ENSSSCG00000011530	39.12	protein_coding	100737786	CRBN	3598.0	3045.0	3220.0	2429.0
ENSSSCG00000048916	43.3	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000048399	46.39	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000048631	44.13	lncRNA	---	---	1.0	2.0	2.0	0.0
ENSSSCG00000049441	45.85	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000051547	40.81	pseudogene	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000012920	66.17	protein_coding	100511677	CORO1B	834.0	552.0	991.0	956.0
ENSSSCG00000033694	62.99	protein_coding	110258070	MRPL41	340.0	190.0	369.0	378.0
ENSSSCG00000033599	54.67	miRNA	104796084	ssc-mir-9803	0.0	0.0	0.0	0.0
ENSSSCG00000019039	38.74	snRNA	---	U6	0.0	0.0	0.0	0.0
ENSSSCG00000049073	36.58	processed_pseudogene	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000050834	36.6	lncRNA	---	---	33.0	21.0	20.0	12.0
ENSSSCG00000019135	40	snoRNA	---	---	40.0	28.0	29.0	16.0
ENSSSCG00000020234	39.81	snRNA	---	U6	1.0	0.0	0.0	0.0
ENSSSCG00000046649	40.03	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000033516	46.05	protein_coding	100524683	DHDDS	3401.0	2884.0	3477.0	2558.0
ENSSSCG00000009680	42.23	protein_coding	100152703	EXTL3	2078.0	1585.0	2368.0	1914.0
ENSSSCG00000004008	52.08	protein_coding	100736968	---	96.0	62.0	90.0	127.0
ENSSSCG00000045749	41.9	lncRNA	---	---	1.0	0.0	0.0	0.0
ENSSSCG00000047269	52.86	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000043428	45.95	miRNA	104796120	ssc-mir-9850	0.0	0.0	0.0	0.0
ENSSSCG00000023364	40.65	snRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000043561	43.6	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000039650	68.69	protein_coding	110255933	PCYT2	509.0	251.0	525.0	636.0
ENSSSCG00000046353	37.66	processed_pseudogene	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000048095	49.55	lncRNA	---	---	168.0	147.0	224.0	180.0
ENSSSCG00000031470	40.56	protein_coding	110258759	---	0.0	0.0	0.0	0.0
ENSSSCG00000041564	36.1	lncRNA	---	---	7.0	23.0	9.0	10.0
ENSSSCG00000051289	51.53	lncRNA	---	---	44.0	52.0	16.0	33.0
ENSSSCG00000050407	54.59	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000047630	46.55	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000006881	51.05	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000019921	44.44	snoRNA	---	SNORD22	0.0	0.0	0.0	0.0
ENSSSCG00000022460	36.89	protein_coding	---	---	9.0	10.0	7.0	4.0
ENSSSCG00000018953	49.35	snoRNA	---	---	2.0	0.0	0.0	1.0
ENSSSCG00000044309	44.9	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000046191	43.04	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000051360	56.58	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000020589	38.68	snRNA	---	U6	0.0	0.0	0.0	0.0
ENSSSCG00000048450	39.41	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000045548	55.21	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000018790	49.51	miRNA	100316580	ssc-mir-133a-1	0.0	0.0	0.0	0.0
ENSSSCG00000049345	38.61	processed_pseudogene	---	---	1.0	0.0	0.0	0.0
ENSSSCG00000020277	31.37	snRNA	---	U6	0.0	0.0	0.0	0.0
ENSSSCG00000028788	62.92	protein_coding	100620287	BORCS6	195.0	164.0	276.0	207.0
ENSSSCG00000044899	40.17	lncRNA	---	---	97.0	105.0	65.0	80.0
ENSSSCG00000025879	66.54	protein_coding	100515657	SCRT1	0.0	0.0	0.0	2.0
ENSSSCG00000035201	47.06	snoRNA	---	---	3.0	4.0	3.0	4.0
ENSSSCG00000040002	43.46	protein_coding	100511675	---	0.0	0.0	0.0	0.0
ENSSSCG00000046124	40.55	lncRNA	---	---	0.0	2.0	0.0	0.0
ENSSSCG00000014324	38.41	protein_coding	100101550	MYOT	0.0	0.0	0.0	0.0
ENSSSCG00000050521	54.79	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000049455	58.27	lncRNA	100525750	---	0.0	0.0	0.0	0.0
ENSSSCG00000037946	38.68	snRNA	---	U6	2.0	0.0	0.0	0.0
ENSSSCG00000044400	36.04	lncRNA	---	---	42.0	33.0	45.0	55.0
ENSSSCG00000045800	38.79	processed_pseudogene	---	---	0.0	4.0	2.0	0.0
ENSSSCG00000043671	33.33	snRNA	---	U2	0.0	0.0	0.0	0.0
ENSSSCG00000026956	36.45	miRNA	100316551	ssc-mir-217-1	0.0	0.0	0.0	0.0
ENSSSCG00000041288	49.04	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000044809	40.95	lncRNA	---	---	10.0	0.0	0.0	0.0
ENSSSCG00000039820	47.06	snoRNA	---	---	0.0	0.0	1.0	0.0
ENSSSCG00000041031	38.86	lncRNA	---	---	35.0	19.0	13.0	17.0
ENSSSCG00000045359	46	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000046549	50.67	protein_coding	100517545	---	0.0	0.0	0.0	0.0
ENSSSCG00000050067	39.81	lncRNA	---	---	243.0	197.0	232.0	252.0
ENSSSCG00000051257	51.09	lncRNA	---	---	532.0	384.0	417.0	399.0
ENSSSCG00000047388	44.65	pseudogene	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000043005	34.14	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000049608	36.92	pseudogene	---	---	23.0	15.0	18.0	24.0
ENSSSCG00000047363	46.26	processed_pseudogene	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000051024	55.6	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000037109	45.38	protein_coding	110258743	---	0.0	0.0	0.0	0.0
ENSSSCG00000019970	38.1	snRNA	---	U6	0.0	0.0	0.0	0.0
ENSSSCG00000051710	50.17	lncRNA	---	---	203.0	163.0	171.0	145.0
ENSSSCG00000032969	41.72	protein_coding	100517161	---	861.0	687.0	736.0	681.0
ENSSSCG00000022066	55.38	protein_coding	100624971	PIAS4	815.0	635.0	901.0	885.0
ENSSSCG00000018574	32.18	snoRNA	---	SNORD70B	145.0	88.0	81.0	103.0
ENSSSCG00000013399	43.82	protein_coding	100216478	TEAD1	2448.0	2099.0	1184.0	940.0
ENSSSCG00000048093	38.84	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000023627	42.17	lncRNA	100521871	---	86.0	58.0	53.0	80.0
ENSSSCG00000033707	53.9	lncRNA	---	---	14.0	5.0	7.0	11.0
ENSSSCG00000022785	49.81	protein_coding	100625929	GSG1L	12.0	10.0	15.0	33.0
ENSSSCG00000002552	54.02	protein_coding	100522382	TDRD9	0.0	4.0	0.0	8.0
ENSSSCG00000017548	57.1	protein_coding	100525607	NGFR	24.0	6.0	7.0	19.0
ENSSSCG00000019675	50	miRNA	100316603	ssc-mir-105-2	0.0	0.0	0.0	0.0
ENSSSCG00000038361	49.62	scaRNA	---	---	9.0	4.0	13.0	15.0
ENSSSCG00000019272	45.19	snRNA	---	U6	0.0	0.0	0.0	0.0
ENSSSCG00000045940	37.35	processed_pseudogene	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000041785	56.44	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000018992	34.83	snoRNA	---	---	10.0	13.0	4.0	2.0
ENSSSCG00000048236	47.83	lncRNA	102161272	---	10.0	4.0	13.0	11.0
ENSSSCG00000050549	35.62	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000045767	34.54	lncRNA	---	---	28.0	25.0	38.0	44.0
ENSSSCG00000042128	49.78	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000043729	44.71	lncRNA	---	---	6.0	2.0	2.0	2.0
ENSSSCG00000045885	43.28	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000015948	36.42	protein_coding	100154566	DYNC1I2	13407.0	12312.0	12342.0	10440.0
ENSSSCG00000045166	45.56	lncRNA	---	---	2.0	0.0	0.0	0.0
ENSSSCG00000051532	49.77	lncRNA	---	---	0.0	0.0	0.0	2.0
ENSSSCG00000044951	44.64	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000046030	45.1	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000032373	45.19	protein_coding	100511828	---	0.0	0.0	0.0	0.0
ENSSSCG00000019908	42	snRNA	---	U6	0.0	0.0	0.0	0.0
ENSSSCG00000034803	52.51	processed_pseudogene	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000018295	37.5	snRNA	---	U6	0.0	0.0	0.0	0.0
ENSSSCG00000019535	41.3	miRNA	100170410	ssc-mir-18a	2.0	0.0	2.0	0.0
ENSSSCG00000019284	53.28	snoRNA	---	SNORA80E	21.0	32.0	14.0	30.0
ENSSSCG00000024977	54.5	protein_coding	100499552	NOBOX	0.0	0.0	0.0	1.0
ENSSSCG00000015044	40.76	protein_coding	100516282	NKAPD1	4505.0	4110.0	4403.0	3876.0
ENSSSCG00000005918	67.6	protein_coding	397118	DGAT1	283.0	166.0	243.0	242.0
ENSSSCG00000048429	42.91	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000038124	42.65	lncRNA	---	---	4.0	0.0	1.0	0.0
ENSSSCG00000018263	35.71	snoRNA	---	SNORD11	2.0	1.0	1.0	2.0
ENSSSCG00000019207	43.52	snRNA	---	U6	0.0	0.0	1.0	0.0
ENSSSCG00000034389	54.84	miRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000042573	42.7	lncRNA	---	---	12.0	23.0	7.0	18.0
ENSSSCG00000045268	37.86	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000034789	53.79	snoRNA	---	---	5.0	2.0	0.0	1.0
ENSSSCG00000032781	38.51	protein_coding	100152352	SRSF12	567.0	465.0	507.0	453.0
ENSSSCG00000045999	43.11	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000035395	36.38	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000002006	53.51	protein_coding	397572	PSME1	13873.0	11568.0	14225.0	13730.0
ENSSSCG00000016423	49.7	protein_coding	100621864	DPP6	0.0	0.0	0.0	0.0
ENSSSCG00000046185	52.96	lncRNA	106510139	---	8.0	4.0	5.0	2.0
ENSSSCG00000051106	54.33	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000048619	36.49	processed_pseudogene	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000005578	60.33	protein_coding	---	OR5C1	0.0	0.0	0.0	0.0
ENSSSCG00000036657	42.99	snoRNA	---	U3	0.0	0.0	0.0	0.0
ENSSSCG00000051568	49.2	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000034439	54.02	miRNA	---	MIR124-3	0.0	0.0	0.0	0.0
ENSSSCG00000038887	70.68	snoRNA	---	SNORA50C	0.0	1.0	0.0	1.0
ENSSSCG00000019862	34.88	snoRNA	---	SNORD11B	2.0	2.0	0.0	2.0
ENSSSCG00000042914	64.85	lncRNA	---	---	0.0	0.0	4.0	6.0
ENSSSCG00000051365	46.77	lncRNA	---	---	34.0	40.0	28.0	22.0
ENSSSCG00000047090	36.14	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000047002	43.49	lncRNA	---	---	4.0	0.0	0.0	0.0
ENSSSCG00000043832	55.11	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000042788	56.01	lncRNA	100620827	---	52.0	50.0	81.0	88.0
ENSSSCG00000018802	41.51	snRNA	---	U6	0.0	0.0	0.0	0.0
ENSSSCG00000046503	45.05	lncRNA	---	---	1.0	1.0	0.0	0.0
ENSSSCG00000051282	46.52	lncRNA	---	---	4.0	4.0	4.0	0.0
ENSSSCG00000050781	37.06	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000041440	36.51	processed_pseudogene	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000018546	41.36	snRNA	---	U2	0.0	0.0	0.0	0.0
ENSSSCG00000018173	56.25	miRNA	100498728	ssc-mir-425	13.0	5.0	11.0	11.0
ENSSSCG00000042677	43.86	lncRNA	---	---	0.0	2.0	0.0	0.0
ENSSSCG00000016343	57.22	lncRNA	100519927	---	237.0	170.0	262.0	188.0
ENSSSCG00000041127	42.31	lncRNA	---	---	47.0	21.0	12.0	26.0
ENSSSCG00000044366	36.4	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000050855	37.36	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000047884	36.6	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000048055	47.06	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000048431	44.45	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000051513	31.48	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000000442	61.16	protein_coding	100518554	INHBE	0.0	0.0	0.0	0.0
ENSSSCG00000031571	67.21	protein_coding	100520991	---	0.0	0.0	0.0	0.0
ENSSSCG00000044977	58.12	lncRNA	---	---	2.0	0.0	0.0	0.0
ENSSSCG00000036847	46.15	snRNA	---	U6	0.0	0.0	0.0	0.0
ENSSSCG00000036509	42.47	protein_coding	100625281	RWDD3	235.0	176.0	219.0	149.0
ENSSSCG00000041327	54.77	lncRNA	---	---	8.0	4.0	3.0	6.0
ENSSSCG00000039031	39.08	protein_coding	100519667	---	0.0	0.0	0.0	0.0
ENSSSCG00000020528	38.24	snRNA	---	U6	2.0	0.0	0.0	0.0
ENSSSCG00000038927	42.19	protein_coding	100625694	ZNF649	480.0	385.0	371.0	391.0
ENSSSCG00000041275	45.4	lncRNA	---	---	4.0	6.0	6.0	8.0
ENSSSCG00000044428	49.22	lncRNA	---	---	0.0	0.0	0.0	1.0
ENSSSCG00000051130	44.09	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000012909	67.4	protein_coding	100511860	PTPRCAP	37.0	38.0	46.0	77.0
ENSSSCG00000049631	39.2	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000049499	43.7	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000039297	61.01	protein_coding	100737820	OR1K1	0.0	0.0	0.0	0.0
ENSSSCG00000013852	55.03	protein_coding	100513462	---	0.0	0.0	0.0	0.0
ENSSSCG00000046674	38.63	processed_pseudogene	---	---	4.0	5.0	3.0	0.0
ENSSSCG00000047709	42.01	lncRNA	---	---	4.0	3.0	2.0	0.0
ENSSSCG00000043125	40.69	lncRNA	---	---	1.0	0.0	0.0	3.0
ENSSSCG00000039043	40.19	snRNA	---	U6	0.0	0.0	2.0	0.0
ENSSSCG00000041014	37.54	lncRNA	---	---	0.0	0.0	0.0	4.0
ENSSSCG00000019194	52.17	snoRNA	---	SNORD104	43.0	18.0	45.0	36.0
ENSSSCG00000041246	38.45	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000046226	49.03	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000039142	35.13	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000051073	53	lncRNA	---	---	0.0	0.0	3.0	0.0
ENSSSCG00000019667	40.38	snRNA	---	U6	0.0	0.0	0.0	0.0
ENSSSCG00000044919	41.52	lncRNA	---	---	6.0	3.0	3.0	1.0
ENSSSCG00000046121	39.46	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000045020	36.66	lncRNA	---	---	0.0	1.0	0.0	0.0
ENSSSCG00000051172	44.8	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000051406	58.89	lncRNA	---	---	42.0	40.0	43.0	34.0
ENSSSCG00000023599	46.97	protein_coding	100516748	TIMM8B	1913.0	1696.0	1925.0	1605.0
ENSSSCG00000019124	60.19	miRNA	100498769	MIR499	0.0	0.0	0.0	0.0
ENSSSCG00000001493	42.55	protein_coding	100156829	PRIM2	1634.0	1492.0	2031.0	1535.0
ENSSSCG00000004314	38.08	protein_coding	100157591	PM20D2	2468.0	1673.0	1459.0	1540.0
ENSSSCG00000039822	36	snRNA	---	U6	0.0	0.0	0.0	0.0
ENSSSCG00000041621	47.57	snoRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000041145	36.58	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000049581	32.95	snRNA	---	U6	0.0	0.0	0.0	0.0
ENSSSCG00000019020	34.69	miRNA	100170411	ssc-mir-15b	0.0	0.0	1.0	0.0
ENSSSCG00000017552	63.44	protein_coding	100736722	NXPH3	6.0	0.0	12.0	5.0
ENSSSCG00000047923	48.8	lncRNA	---	---	1.0	4.0	10.0	1.0
ENSSSCG00000042792	39.85	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000047096	36.24	processed_pseudogene	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000046130	49.76	lncRNA	---	---	2.0	0.0	2.0	6.0
ENSSSCG00000033702	58.59	protein_coding	106510510	SBSN	182.0	95.0	152.0	145.0
ENSSSCG00000042179	36.66	lncRNA	---	---	731.0	424.0	422.0	454.0
ENSSSCG00000007087	49.1	protein_coding	100521936	BANF2	0.0	0.0	0.0	0.0
ENSSSCG00000048785	60.67	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000043252	38.8	protein_coding	---	---	4.0	2.0	4.0	2.0
ENSSSCG00000035109	36.45	snRNA	---	U6	0.0	0.0	0.0	0.0
ENSSSCG00000018304	35.92	snRNA	---	U6	0.0	0.0	0.0	0.0
ENSSSCG00000018737	35.64	snRNA	---	U6	15.0	6.0	2.0	7.0
ENSSSCG00000019083	71.43	miRNA	100316612	MIR210	0.0	2.0	0.0	0.0
ENSSSCG00000050055	41.59	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000051498	36.22	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000044030	37.04	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000046201	43.81	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000051712	37.43	processed_pseudogene	---	---	0.0	1.0	0.0	6.0
ENSSSCG00000046835	30.86	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000050050	36.88	protein_coding	---	---	0.0	0.0	0.0	1.0
ENSSSCG00000010654	36.42	protein_coding	100157106	ATRNL1	590.0	404.0	344.0	323.0
ENSSSCG00000048701	52.72	lncRNA	---	---	0.0	0.0	0.0	6.0
ENSSSCG00000033501	47.51	protein_coding	---	---	5.0	1.0	1.0	3.0
ENSSSCG00000033354	40.19	snRNA	---	U6	0.0	0.0	0.0	0.0
ENSSSCG00000037378	45.79	snRNA	---	U6	0.0	0.0	0.0	0.0
ENSSSCG00000015034	42.89	protein_coding	100048954	SDHD	3910.0	3195.0	4194.0	3389.0
ENSSSCG00000022525	45.96	protein_coding	100627158	ARHGEF5	1308.0	887.0	1952.0	1181.0
ENSSSCG00000044891	58.72	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000050591	45.25	protein_coding	---	---	29.0	9.0	24.0	24.0
ENSSSCG00000043359	39.93	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000041489	37.24	processed_pseudogene	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000019923	58.75	miRNA	100498774	ssc-mir-504	0.0	0.0	0.0	0.0
ENSSSCG00000044680	44.49	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000034473	69.09	snoRNA	---	---	22.0	29.0	44.0	41.0
ENSSSCG00000019325	44.86	snRNA	---	U6	0.0	0.0	0.0	0.0
ENSSSCG00000043779	35.64	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000035888	42.06	snRNA	---	U6	0.0	0.0	0.0	0.0
ENSSSCG00000041381	40.21	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000051403	43.92	lncRNA	---	---	0.0	2.0	0.0	0.0
ENSSSCG00000045217	42.21	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000012910	62.33	protein_coding	100512153	RPS6KB2	464.0	222.0	579.0	556.0
ENSSSCG00000044454	53.44	lncRNA	---	---	1.0	0.0	0.0	0.0
ENSSSCG00000048871	36.94	processed_pseudogene	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000046340	39.26	lncRNA	---	---	4.0	0.0	2.0	0.0
ENSSSCG00000034823	58.57	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000050556	43.53	pseudogene	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000044047	43.84	lncRNA	---	---	0.0	4.0	5.0	0.0
ENSSSCG00000007813	56.28	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000046864	52.08	snoRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000049762	53.26	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000018184	61.7	snoRNA	---	SNORD83A	22.0	4.0	9.0	13.0
ENSSSCG00000046749	47.71	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000020604	39.25	snRNA	---	U6	0.0	0.0	0.0	0.0
ENSSSCG00000043220	60.98	miRNA	100316592	ssc-mir-27a	2.0	1.0	2.0	0.0
ENSSSCG00000043302	45.43	lncRNA	---	---	0.0	0.0	0.0	0.0
