Gene_stable_ID	Gene_%_GC_content	Gene_type	NCBI_gene_ID	Gene_name	Pig190723_PCLS_200304_1_S9.tsv	Pig190723_PCLS_200304_2_S10.tsv	Pig190723_PCLS_200304_3_S11.tsv	Pig190723_PCLS_200304_4_S12.tsv
ENSSSCG00000048609	58.71	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000002025	57.6	protein_coding	100152841	SLC22A17	2.461714	1.278912	3.55804	2.055495
ENSSSCG00000036289	48.6	snRNA	---	U6	0.0	0.0	0.0	0.0
ENSSSCG00000010203	43.52	protein_coding	100155475	---	462.665192	332.986298	381.6008	367.195709
ENSSSCG00000034773	65.84	protein_coding	110256150	---	0.0	0.111051	0.0	0.105666
ENSSSCG00000042728	31.07	snRNA	---	U6	0.0	0.0	0.0	0.0
ENSSSCG00000002601	45.79	protein_coding	100155381	---	0.0	0.0	0.0	0.0
ENSSSCG00000050753	43.71	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000017565	60.1	protein_coding	100286812	SPATA20	2.469797	1.463043	3.802842	3.450349
ENSSSCG00000015491	38.13	protein_coding	100624136	---	4.980086	4.261746	3.900538	3.292157
ENSSSCG00000032249	52.88	protein_coding	100625616	GBX1	0.145339	0.223925	0.208525	0.340288
ENSSSCG00000007840	53.1	protein_coding	100523894	POLR3E	31.807018	30.734699	44.837055	49.585575
ENSSSCG00000032576	45.79	snRNA	---	U6	0.0	0.0	0.0	0.0
ENSSSCG00000032840	34.45	protein_coding	110260676	---	0.0	0.0	0.0	0.0
ENSSSCG00000048398	59.36	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000041231	40.7	lncRNA	---	---	1.124525	1.459997	1.243773	1.078688
ENSSSCG00000033487	44	protein_coding	396788	---	0.0	0.0	0.0	0.0
ENSSSCG00000044799	41.28	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000038800	64.97	protein_coding	100624565	PUF60	31.241146	23.890688	99.798698	127.600388
ENSSSCG00000019002	50	snRNA	---	U1	0.0	0.0	0.0	0.0
ENSSSCG00000031130	58.8	protein_coding	110259144	ZBED1	8.992523	7.913226	11.516567	11.228472
ENSSSCG00000041023	35.87	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000045666	40.43	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000006378	43.39	protein_coding	100154053	SLAMF7	113.668114	98.280754	91.303604	136.8508
ENSSSCG00000035315	36.4	protein_coding	100516287	TEX50	0.0	0.0	0.0	0.0
ENSSSCG00000013473	50.82	protein_coding	100518537	GNA15	5.920496	5.560767	7.187902	7.762649
ENSSSCG00000040416	53.66	protein_coding	100627390	---	3.872576	2.501705	4.867595	4.788136
ENSSSCG00000036769	46.73	snRNA	---	U6	0.432674	0.0	0.0	0.0
ENSSSCG00000041885	37.55	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000048640	60.08	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000019633	39.25	snRNA	---	U6	0.0	0.0	0.0	0.0
ENSSSCG00000000893	46.55	protein_coding	100151804	AMDHD1	0.915318	0.993309	1.951075	1.364864
ENSSSCG00000031219	47.19	protein_coding	100515106	NAPB	4.308395	6.260747	6.219403	7.734661
ENSSSCG00000044974	37.73	protein_coding	---	---	0.0	0.0	0.017295	0.0
ENSSSCG00000048179	62.35	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000033274	42.99	snRNA	---	U6	0.0	0.0	0.0	0.0
ENSSSCG00000012658	49.65	protein_coding	100144495	RAB33A	0.45472	0.0	0.0	0.13275
ENSSSCG00000004022	54.29	protein_coding	100515286	RPS6KA2	3.426593	2.396413	5.70162	5.031439
ENSSSCG00000030735	59.52	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000045545	58.65	lncRNA	---	---	2.045194	1.447081	1.676497	2.654852
ENSSSCG00000026253	53.75	protein_coding	100518203	---	0.0	0.0	0.0	0.0
ENSSSCG00000038344	43.93	snRNA	---	U6	0.0	0.0	0.0	0.0
ENSSSCG00000049369	39.67	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000042746	53.55	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000047595	53.13	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000019649	32.69	snRNA	---	U6	0.0	0.0	0.0	0.0
ENSSSCG00000041985	47.72	lncRNA	---	---	0.088691	0.103873	0.036475	0.0
ENSSSCG00000035171	45.46	protein_coding	---	---	0.263467	0.222853	0.0	0.218742
ENSSSCG00000038287	52.93	protein_coding	110261049	RDH13	3.850537	4.015664	7.862579	13.379211
ENSSSCG00000046852	55.41	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000036812	60.42	protein_coding	110256142	MPRIP	28.648413	20.784458	32.686066	45.544323
ENSSSCG00000033895	69.17	snoRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000002923	50.03	protein_coding	100144885	WDR62	3.64823	3.281669	4.110557	4.432185
ENSSSCG00000049592	39.26	protein_coding	---	---	0.0	0.0	0.025232	0.0
ENSSSCG00000033282	55.19	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000000332	43.56	protein_coding	110255239	---	0.0	0.0	0.0	0.0
ENSSSCG00000029886	40.89	protein_coding	397626	LYVE1	8.090364	6.396239	10.597188	6.347201
ENSSSCG00000020360	33.66	snRNA	---	U6	0.0	0.0	0.0	0.0
ENSSSCG00000048482	47.22	protein_coding	100626564	---	0.0	0.0	0.0	0.0
ENSSSCG00000051616	39.65	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000019267	41.46	snRNA	---	U4	0.0	0.0	0.0	0.0
ENSSSCG00000045028	39.5	lncRNA	---	---	0.0	0.0	0.018995	0.0
ENSSSCG00000050815	41.71	lncRNA	---	---	1.256354	2.344784	1.876065	1.985785
ENSSSCG00000037619	48.93	protein_coding	100625070	EEF1AKMT3	7.145487	8.43054	9.435417	8.9862
ENSSSCG00000039454	41.21	protein_coding	100620469	---	0.0	0.0	0.0	0.0
ENSSSCG00000050582	39.7	lncRNA	---	---	0.130026	0.260902	0.208634	0.210889
ENSSSCG00000038076	37.02	protein_coding	100513441	ATF2	61.563259	59.680946	44.330528	50.886616
ENSSSCG00000019712	47.12	snRNA	---	U6	0.0	0.0	0.0	0.0
ENSSSCG00000023296	36.2	protein_coding	100626792	CENPE	2.850223	3.020002	2.227878	1.622468
ENSSSCG00000015497	38.37	protein_coding	100623588	KLHL20	31.291435	32.912151	28.339588	26.445639
ENSSSCG00000016458	53.23	protein_coding	100524179	TAS2R60	0.487456	0.0	0.0	0.38786
ENSSSCG00000045002	36.81	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000000894	44.12	protein_coding	100157054	CCDC38	0.337999	0.180481	0.106365	0.149399
ENSSSCG00000021805	38.26	protein_coding	100518755	GALNTL6	0.0	0.0	0.0	0.0
ENSSSCG00000043386	38.5	lncRNA	---	---	0.069074	0.171128	0.045472	0.101752
ENSSSCG00000036548	39.62	snRNA	---	U6	0.0	0.0	0.0	0.0
ENSSSCG00000031803	59.67	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000035437	40.96	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000002610	47.16	protein_coding	100158192	---	0.0	0.0	0.0	0.0
ENSSSCG00000002610	47.16	protein_coding	100523622	---	0.0	0.0	0.0	0.0
ENSSSCG00000029279	55.83	protein_coding	733588	GNA11	21.786619	18.528992	26.002769	30.888504
ENSSSCG00000046509	42.8	lncRNA	---	---	0.0	0.192361	0.0	0.025677
ENSSSCG00000018435	42.59	snRNA	---	U6	0.0	0.0	0.0	0.0
ENSSSCG00000051551	33.12	snRNA	---	U2	0.181648	0.429096	0.0	0.210833
ENSSSCG00000023859	58.47	protein_coding	100520483	LRRTM1	0.0	0.0	0.0	0.0
ENSSSCG00000044596	38.04	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000043008	52.63	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000026156	51.49	protein_coding	100512910	OR10G3	0.0	0.0	0.0	0.0
ENSSSCG00000004347	37.09	protein_coding	100156082	FBXL4	6.186222	10.219883	9.104291	5.643875
ENSSSCG00000041763	31.97	snRNA	---	U2	0.0	0.0	0.0	0.0
ENSSSCG00000002023	46.84	protein_coding	100154044	PABPN1	0.0	0.0	0.0	0.0
ENSSSCG00000002023	46.84	protein_coding	100155260	PABPN1	304.062836	196.755234	318.687195	319.217651
ENSSSCG00000037770	47.02	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000011548	51.64	protein_coding	100155061	BRPF1	21.681677	19.825066	24.264194	28.936111
ENSSSCG00000044653	45.44	protein_coding	100620490	---	0.0	0.0	0.0	0.0
ENSSSCG00000036151	43.93	snRNA	---	U6	0.0	0.0	0.0	0.0
ENSSSCG00000031788	47.29	protein_coding	100523973	PTAFR	12.376399	19.392809	13.419241	13.362194
ENSSSCG00000049956	37.94	pseudogene	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000047798	50.75	lncRNA	---	---	0.395985	0.460735	0.282777	0.284254
ENSSSCG00000012659	37.22	protein_coding	100524358	ZNF280C	35.714245	34.125576	17.106022	29.308212
ENSSSCG00000041442	41.62	protein_coding	---	---	0.0	0.056102	0.0	0.0
ENSSSCG00000018915	39.05	snRNA	---	U6	0.0	0.0	0.0	0.0
ENSSSCG00000049698	56.47	lncRNA	---	---	0.0	0.0	0.0	0.044207
ENSSSCG00000033217	57.1	lncRNA	---	---	0.049001	0.0	0.187422	0.0
ENSSSCG00000046696	40.54	snoRNA	---	U3	0.0	0.0	0.0	0.0
ENSSSCG00000016841	43.41	protein_coding	100516047	SLC1A3	38.845444	34.808956	39.810669	34.058697
ENSSSCG00000047997	39.23	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000002613	47.8	protein_coding	100523452	---	0.0	0.0	0.0	0.0
ENSSSCG00000045043	34.71	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000041035	42.05	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000017144	60.93	protein_coding	100525071	NPTX1	0.648067	0.632141	0.731649	1.105123
ENSSSCG00000026417	61	protein_coding	100627336	EPS8L1	0.474967	0.852767	0.850965	0.655478
ENSSSCG00000044546	65.71	lncRNA	---	---	0.098772	0.283271	1.015792	0.421627
ENSSSCG00000018373	45.04	snoRNA	---	SNORA24	13.046533	17.197533	11.762243	8.93375
ENSSSCG00000050228	36.71	protein_coding	---	---	0.061145	0.129989	0.094601	0.017939
ENSSSCG00000010204	39.91	protein_coding	100154253	BICC1	14.535342	13.822506	13.343686	9.967367
ENSSSCG00000006379	42.57	protein_coding	100511130	CD48	154.167221	175.246628	139.390717	138.812271
ENSSSCG00000030415	50.37	protein_coding	100519350	DPP3	30.942171	25.998219	38.783112	41.20837
ENSSSCG00000039765	41.18	snoRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000031950	47.21	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000034822	40.44	snoRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000037767	44	protein_coding	100622167	TSFM	18.069416	18.332617	21.146935	19.849142
ENSSSCG00000004823	46.35	protein_coding	100521353	LRRK1	13.698676	13.052834	15.329642	15.653028
ENSSSCG00000006902	59.94	protein_coding	110260381	GFI1	1.725685	1.099254	2.32866	1.379164
ENSSSCG00000034383	43.4	snRNA	---	U6	0.0	0.0	0.0	0.0
ENSSSCG00000048382	38.04	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000042597	61.3	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000000991	79.51	protein_coding	100152843	FOXQ1	0.094587	0.0	0.20495	0.0
ENSSSCG00000037563	57.52	rRNA	100861536	5_8S_rRNA	0.126079	0.0	0.0	0.446838
ENSSSCG00000049324	61.61	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000042327	55.51	protein_coding	102158965	OVOL3	0.040805	0.075912	0.083504	0.0
ENSSSCG00000036546	37.54	protein_coding	100620525	RNF141	23.817217	22.416323	18.617651	16.384518
ENSSSCG00000047299	56.1	rRNA	100861538	RN18S	12.892509	13.839487	22.302477	26.384562
ENSSSCG00000043417	42.94	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000029227	44.53	protein_coding	100513100	LDB2	4.433305	6.082391	5.419551	5.923471
ENSSSCG00000026606	41.79	protein_coding	100522309	PAIP2	508.108521	313.331299	283.878784	269.513031
ENSSSCG00000043712	44.99	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000043761	56.15	rRNA	---	---	25.484756	37.913383	38.498913	37.694248
ENSSSCG00000049827	41.48	protein_coding	100739286	---	0.0	0.0	0.0	0.0
ENSSSCG00000041168	43.02	protein_coding	100736743	---	0.0	0.0	0.0	0.0
ENSSSCG00000014754	52.35	protein_coding	100513166	OR51T1	0.0	0.0	0.0	0.0
ENSSSCG00000015496	38.38	protein_coding	100623697	CENPL	2.88169	2.637338	2.473295	2.683821
ENSSSCG00000050776	37.77	pseudogene	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000031140	37.39	protein_coding	---	---	9.471864	10.93828	10.102867	9.257564
ENSSSCG00000045717	43.76	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000025610	60.78	protein_coding	100625238	AGAP3	4.803983	3.317093	6.439991	7.00647
ENSSSCG00000041499	39.22	protein_coding	---	---	0.499937	0.461545	0.259177	0.507787
ENSSSCG00000046144	42.66	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000038753	57.52	rRNA	---	5_8S_rRNA	1.427209	0.0	0.79245	0.893676
ENSSSCG00000046577	35.88	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000027189	61.11	protein_coding	100626700	PPP1R12C	4.678232	6.956999	8.368865	11.234444
ENSSSCG00000016384	52.03	protein_coding	110259104	---	0.0	0.0	0.0	0.0
ENSSSCG00000029755	40.17	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000043918	42.05	lncRNA	---	---	0.454495	0.84865	0.429504	0.496783
ENSSSCG00000018866	32	miRNA	100316549	ssc-mir-135-2	0.0	0.0	0.0	0.0
ENSSSCG00000043619	43.69	protein_coding	100513367	---	0.0	0.0	0.0	0.0
ENSSSCG00000037620	39.96	protein_coding	100520832	---	0.0	0.0	0.0	0.0
ENSSSCG00000037620	39.96	protein_coding	100624628	---	0.0	0.0	0.0	0.0
ENSSSCG00000000895	40.77	protein_coding	100155855	SNRPF	140.181122	116.476418	117.217934	113.393623
ENSSSCG00000030277	60.85	protein_coding	---	---	20.022522	31.538733	16.983246	26.753975
ENSSSCG00000001500	42.95	protein_coding	100523618	COL21A1	5.137304	7.578532	4.04001	7.752161
ENSSSCG00000011867	46.61	protein_coding	396848	MYLK	208.013092	84.381905	130.794342	118.429901
ENSSSCG00000012660	38.85	protein_coding	100525444	SLC25A14	16.767637	12.218548	15.514354	12.974126
ENSSSCG00000039968	68.57	miRNA	104796091	ssc-mir-9813	0.0	0.0	0.0	0.0
ENSSSCG00000049972	46.9	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000026203	39.11	pseudogene	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000026423	51.88	protein_coding	396578	SLC23A1	0.346929	0.0	0.423921	0.451435
ENSSSCG00000011549	49.78	protein_coding	---	---	5.867424	6.812232	7.935582	9.46325
ENSSSCG00000038907	42.59	protein_coding	100621067	DNAJC8	126.318214	179.445633	127.559723	176.781235
ENSSSCG00000006380	43.29	protein_coding	100511325	---	3.52686	4.159212	3.856642	4.744746
ENSSSCG00000039196	58.95	protein_coding	414403	POLR2I	26.964344	25.456289	33.62941	31.003704
ENSSSCG00000046731	60.21	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000048307	34.5	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000011065	41.19	protein_coding	100514867	MASTL	2.63308	3.453699	2.594749	2.66472
ENSSSCG00000031747	42.12	protein_coding	---	---	0.0	0.70819	0.0	0.0
ENSSSCG00000033576	53.66	miRNA	---	---	0.0	1.74091	0.0	0.0
ENSSSCG00000012181	43.26	protein_coding	100153858	PDK3	8.375221	15.846715	6.88305	10.796878
ENSSSCG00000045334	59.93	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000026843	59.55	miRNA	---	MIR330	0.0	0.0	0.0	0.0
ENSSSCG00000032265	57.26	protein_coding	110259367	TLE5	83.089294	71.687447	106.703011	95.822914
ENSSSCG00000046089	59.88	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000049310	38.43	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000042282	50.24	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000044183	44.15	protein_coding	106507313	---	0.0	0.0	0.0	0.0
ENSSSCG00000007121	56.43	protein_coding	100515284	CSTL1	0.0	0.0	0.0	0.0
ENSSSCG00000042401	39.75	lncRNA	---	---	0.304822	0.115801	0.215758	0.083005
ENSSSCG00000046301	58.43	miRNA	114483435	ssc-mir-10387	0.0	0.0	0.0	0.0
ENSSSCG00000019050	63.75	miRNA	100498771	ssc-mir-193a	0.0	0.0	0.0	2.417555
ENSSSCG00000041755	55.3	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000046729	44.08	lncRNA	---	---	0.209426	0.15204	0.66065	0.631204
ENSSSCG00000048501	59.3	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000006903	42.31	protein_coding	100517893	RPAP2	30.119148	27.599134	26.390713	25.036173
ENSSSCG00000007122	56.71	protein_coding	---	CST11	0.0	0.0	0.0	0.0
ENSSSCG00000046815	43.82	lncRNA	---	---	0.302224	0.666157	0.305991	0.216688
ENSSSCG00000029239	63.16	protein_coding	100522482	MZB1	6.077168	2.912409	10.37453	5.972137
ENSSSCG00000043732	38.5	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000015492	41.16	protein_coding	100624574	DARS2	17.391773	16.638952	14.676756	13.723628
ENSSSCG00000035439	49.36	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000022492	50.44	protein_coding	100620914	AMPD3	22.284878	22.176481	23.793047	24.634727
ENSSSCG00000046147	35.2	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000042907	41.25	protein_coding	110260844	---	0.0	0.0	0.0	0.0
ENSSSCG00000048312	47.2	pseudogene	---	---	0.036294	0.0	0.093427	0.020043
ENSSSCG00000043890	60.45	protein_coding	100514433	---	0.0	0.0	0.0	0.0
ENSSSCG00000007123	57.91	protein_coding	100515765	---	0.0	0.0	0.0	0.0
ENSSSCG00000045567	54.62	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000043321	35.32	protein_coding	---	---	0.0	0.016197	0.0	0.0
ENSSSCG00000051415	40.28	protein_coding	110260680	---	0.0	0.0	0.0	0.0
ENSSSCG00000051179	45.45	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000005844	65.22	protein_coding	100620133	NRARP	0.335479	0.0	0.0	0.0
ENSSSCG00000046614	43.59	lncRNA	---	---	0.035298	0.0	0.0	0.0
ENSSSCG00000032587	57.16	lncRNA	110258356	---	0.178628	0.0	0.142865	0.111825
ENSSSCG00000047057	44.34	protein_coding	100155931	---	0.0	0.0	0.0	0.0
ENSSSCG00000005307	40.71	protein_coding	100156421	---	0.489997	0.668293	0.548236	0.531036
ENSSSCG00000029571	50.42	protein_coding	100624986	AVIL	21.272888	23.082714	29.574026	11.623567
ENSSSCG00000032977	52.3	protein_coding	106504470	PPP1R3E	6.595057	6.075929	7.403397	5.265231
ENSSSCG00000009708	46.12	protein_coding	100152011	AADAT	0.0	0.0	0.0	0.0
ENSSSCG00000011550	50.48	protein_coding	100156272	CAMK1	20.317787	26.646002	22.610149	22.048903
ENSSSCG00000045425	51.38	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000000896	39	protein_coding	100516554	NTN4	33.298588	36.932854	41.400993	33.588406
ENSSSCG00000014348	54.27	protein_coding	100415925	SPATA24	16.92614	12.103291	16.266493	16.197786
ENSSSCG00000041629	42.69	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000007124	51.48	protein_coding	100515935	---	0.0	0.0	0.0	0.0
ENSSSCG00000042687	35.59	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000049950	53.6	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000002926	52.04	protein_coding	100522808	TBCB	59.195156	47.643097	73.186096	66.154945
ENSSSCG00000043383	58.17	lncRNA	---	---	0.0	0.0	0.0	0.024577
ENSSSCG00000040134	56.09	protein_coding	106508259	---	0.680097	0.731919	0.789995	0.387597
ENSSSCG00000047831	41.58	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000049661	45.97	pseudogene	---	---	0.039149	0.0	0.0	0.0
ENSSSCG00000042520	40.22	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000049777	49.37	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000048687	53.98	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000028995	54.84	protein_coding	100622728	TLE2	10.283877	9.63676	11.887526	12.91845
ENSSSCG00000044621	58.75	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000045052	57.54	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000041091	42.09	protein_coding	100524864	---	0.0	0.0	0.0	0.0
ENSSSCG00000045163	58.82	protein_coding	100157766	IFN-ALPHA-9	0.0	0.0	0.0	0.0
ENSSSCG00000043967	37.99	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000049004	38.59	pseudogene	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000051650	64.21	lncRNA	---	---	0.0	0.0	0.0	0.045971
ENSSSCG00000029043	38.84	protein_coding	---	---	0.049584	0.183468	0.207422	0.232763
ENSSSCG00000034597	37.56	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000028190	45.72	protein_coding	100155262	HOMEZ	17.307535	15.790542	20.460964	16.203899
ENSSSCG00000007125	50.97	protein_coding	100516119	---	0.0	0.0	0.0	0.0
ENSSSCG00000044682	57.53	lncRNA	---	---	0.257049	0.337522	0.453187	0.181131
ENSSSCG00000047414	58.11	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000048361	64.61	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000044347	37.67	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000046943	59.19	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000004825	41.62	protein_coding	100520288	CHSY1	53.809238	51.648403	48.164982	54.420021
ENSSSCG00000039466	68.26	protein_coding	---	---	4.566787	3.343477	6.159832	7.197288
ENSSSCG00000006381	42.61	protein_coding	100152851	CD84	26.912113	29.771374	19.703363	16.667025
ENSSSCG00000029289	55.98	protein_coding	100516302	CST9L	0.0	0.0	0.0	0.0
ENSSSCG00000004349	42.98	protein_coding	100152047	FAXC	0.0	0.0	0.0	0.0
ENSSSCG00000004349	42.98	protein_coding	100626900	FAXC	17.31389	18.71829	32.482414	23.125078
ENSSSCG00000015494	39.13	protein_coding	100517908	ZBTB37	10.112666	10.256435	7.569874	7.288506
ENSSSCG00000049715	41.05	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000042742	55	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000027072	45.01	protein_coding	100038002	ATP5IF1	130.748077	130.146027	148.839447	120.630066
ENSSSCG00000005308	43.96	protein_coding	100158062	RUSC2	10.871202	10.467693	17.585974	18.658157
ENSSSCG00000036439	59.2	protein_coding	100217388	IL29	0.141996	0.430023	0.593845	0.471642
ENSSSCG00000044294	55.19	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000026237	41.79	protein_coding	100516275	RNF212B	0.0	0.0	0.0	0.0
ENSSSCG00000035671	55.09	protein_coding	110256143	USP22	4.815045	3.731977	6.374766	7.774653
ENSSSCG00000049343	51.39	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000051769	62.38	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000042374	50.58	lncRNA	---	---	0.052095	0.441413	0.0	0.0
ENSSSCG00000033785	39.07	protein_coding	106505821	---	0.0	0.0	0.0	0.0
ENSSSCG00000004826	45.36	protein_coding	100151836	SELENOS	155.850601	156.459991	176.495819	171.241989
ENSSSCG00000030149	57.28	protein_coding	397587	CAPNS1	140.55249	129.172531	184.107117	176.027634
ENSSSCG00000046217	33.44	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000010686	50.84	protein_coding	100156989	BAG3	51.144501	48.316994	66.827217	67.725304
ENSSSCG00000047536	52.79	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000048809	53.66	lncRNA	---	---	0.067574	0.0	0.0	0.142914
ENSSSCG00000041686	39.12	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000015973	39.52	protein_coding	100513629	ATP5MC3	44.139629	45.115463	25.63493	23.882883
ENSSSCG00000002187	38.27	protein_coding	---	OR4K17	0.0	0.0	0.0	0.0
ENSSSCG00000022151	73.15	protein_coding	100523125	B3GALT6	0.24053	0.221759	0.125564	0.979145
ENSSSCG00000034811	44.42	protein_coding	397619	QDPR	7.258468	45.127712	8.668769	8.006958
ENSSSCG00000038449	39.52	pseudogene	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000017146	54.41	protein_coding	---	---	27.438684	34.343712	23.111317	32.439861
ENSSSCG00000014755	52.68	protein_coding	100513557	---	0.0	0.0	0.0	0.0
ENSSSCG00000045396	64.22	lncRNA	---	---	0.129791	0.0	0.065482	0.0
ENSSSCG00000040844	51.32	protein_coding	110258978	---	0.0	0.0	0.0	0.0
ENSSSCG00000031177	50.88	protein_coding	100240745	---	0.0	0.0	0.0	0.0
ENSSSCG00000046255	47.97	lncRNA	---	---	1.963003	0.928071	0.803647	1.063218
ENSSSCG00000044437	56.98	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000007839	48.66	protein_coding	100523723	EEF2K	14.722776	11.881455	13.727925	14.887431
ENSSSCG00000050849	55.14	lncRNA	---	---	0.45597	0.0	0.225787	0.162514
ENSSSCG00000032739	42.51	protein_coding	100626622	RBMX2	13.347053	15.774605	15.163408	18.878368
ENSSSCG00000014356	44.85	protein_coding	100524673	DNAJC18	16.991138	17.822605	17.920441	20.16198
ENSSSCG00000044644	50.27	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000013408	58.77	protein_coding	397195	ADM	125.16304	103.428207	114.772812	135.058578
ENSSSCG00000014756	53.19	protein_coding	100511338	---	0.0	0.0	0.0	0.0
ENSSSCG00000049061	57.29	lncRNA	---	---	0.799817	0.168659	0.566943	0.426881
ENSSSCG00000049198	47.51	lncRNA	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000039215	36.33	protein_coding	100525186	PHYHIPL	0.277311	0.329196	0.186634	0.396957
ENSSSCG00000007130	51.3	protein_coding	100620296	SYNDIG1	0.053633	0.0	0.0	0.0
ENSSSCG00000036419	38.35	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000044522	61.34	lncRNA	---	---	0.0	0.0	0.0	0.0
